sample_id,catalog_content,image_link,price
114710,"Item Name: Sensible Portions Garden Veggie Straws Wavy Chips, Sea Salt, 1 Oz (Pack of 8)
Bullet Point 1: No Artificial flavors or preservatives
Bullet Point 2: Kosher
Bullet Point 3: Non-GMO
Bullet Point 4: Certified Gluten Free
Bullet Point 5: Cholesterol Free
Value: 8.0
Unit: Count
",https://m.media-amazon.com/images/I/811MmYCUkxL.jpg,1.59
94973,"Item Name: Sheila G's Brownie Brittle, Salted Caramel, 16 Ounce Bag (Packaging May Vary)
Bullet Point 1: SALTED CARAMEL: Covered with luscious caramel chips & decorated with flakes of sea salt, Brownie Brittle delivers rich brownie taste with a crisp cookie crunch. So much flavor in a wafer-thin snack!
Bullet Point 2: THIN, LIGHT & CRISPY: At 120 calories per 1 ounce serving, this all natural snack can satisfy your cravings with a deliciously sweet crunch. No more fighting for the corner piece! Kosher.
Bullet Point 3: DELICIOUS DESSERTS: Use your favorite Brownie Brittle for cheesecake or pie crusts & as a topping for yogurt, cereal or ice cream. Put a twist on s'mores, parfaits, ice cream sandwiches & cupcakes.
Bullet Point 4: TRY THEM ALL: Sheila G's line includes award-winning Brownie Brittle, Holiday Brownie Brittle, Gluten-free Brownie Brittle, & Brownie Brittle BLONDIES.
Bullet Point 5: THE ORIGINAL: Inspired by crispy edge pieces from a brownie pan, Sheila G's Brownie Brittle is a delicious snack with a cookie crunch. Satisfy your sweet tooth in a snap with Sheila G's Brownie Brittle!
Value: 16.0
Unit: ounce
",https://m.media-amazon.com/images/I/817Guj+TrKL.jpg,17.99
94139,"Item Name: Ken's Steak House Honey Mustard Dressing 16 Oz (2 Pack)
Value: 32.0
Unit: Ounce
",https://m.media-amazon.com/images/I/613QKDUZggL.jpg,3.755
209996,"Item Name: 200+ Dried Soursop Leaves, Hojas De Guanabana Secas, Whole Dried Soursop Graviola Leaf, 2.6oz (75g), Non GMO, Aromatic Tea, Caffeine Free. By Akshit
Bullet Point 1: Purely Natural Leaves: Our soursop leaves are freshly harvested, washed, and sun dried to retain their natural flavor and nutrients. Each soursop leaf package is crafted using International food-grade standards, ensuring safety and premium soursop leaves quality.
Bullet Point 2: PREMIUM NATURAL LEAVES – Natural soursop leaves are free from any additives or fillers, ensuring that each soursop graviola tea cup you brew is as close to nature as possible—pure leaves, wholesome, and full of natural goodness.
Bullet Point 3: GUANABANA TEA BENEFITS: Soursop leaves may help with natural immunity, relief, skincare, hair growth, unwinding after a long day offering a calm sleep. Soursop graviola leaf tea is perfect for unwinding at the end of the day or for a peaceful break throughout your routine.
Bullet Point 4: Embrace the unique taste of Graviola Soursop Leaves, known for their distinct flavor profile and captivating leaf scent. Hoja de guanabana offers a soothing experience, making it ideal for unwinding after a long day or starting your morning refreshed.
Bullet Point 5: Soursop Tea: Soursop leaves are perfect for brewing into a soothing herbal tea. Place 8-10 leaves in 34 fl.oz of water, boil for 10-15 minutes to fully release their natural dried soursop leaves flavor and nutrients. Add honey or lemon to taste
Bullet Point 6: 200+ WHOLE GUANABANA LEAVES – Each soursop leaf bag contains 200+ whole leaves. These dried soursop leaves are carefully packaged to preserve the freshness and potency of the serene herbs guanabana
Bullet Point 7: If you love herbs too, just know you’re one of a kind! Whether you’re looking for a natural pure tea, or loose leaves, just grab our dried soursop graviola leaves package a secret to a wonderful cup of tea!
Bullet Point 8: How to Brew : Simply add 1 teaspoon of dried soursop leaves to a cup of boiling water. Let it steep for 5–7 minutes, then enjoy the soothing benefits of this unique herbal tea. Feel free to sweeten with honey or your favorite natural sweetener.
Product Description: Soursop graviola leaves are aromatic perennial plant herbs and considered to be a natural remedy due to soursop leaves natural nutrients. Dried Soursop leaves (hojas de guanabana secas) have been used since ancient time. Dried soursop leaves can be considered as natural immunity, relaxing, relief. Whole soursop leaves herbs and can be consumed as dried soursop graviola leaves (hojas de guanabana enteras). Grab a cup of hojas de guanabana leaves tea and explorer the various dried soursop leaf natural benefits in this dried soursop leaves package. Hojas de guanabana leaves can be consumed as a fresh hojas de guanabana leafy green vegetable, either cooked or fresh soursop graviola leaves, in salads, soups, or stews. Hojas de guanabana leaves also known as whole Soursop Graviola leaves, are used in numerous dried soursop graviola leaves culinary dishes adding a unique dried guanabana leaves tea flavor and nutritional leaves value. Elevate your senses with our hojas de guanabana secasmade from with no added preservatives, no additives, or artificial flavours. Dry soursop leaves are and can be used for multiple purposes. these dried guanabana leaf herbs a perfect addition to your daily routine. Dried soursop leaves may help with natural immunity, relaxing and unwinding after a long day. Dried soursop Graviola leaves are caffeine-free guanabana loose leaves and non-GMO Hojas de Guanabana secas is rich in natural nutrients making these dried soursop leaf herbs a perfect addition to your daily routine. Akshit brings you the benefits of nature by selecting the finest Soursop leaves to bring you a tasty natural hoja de guanabana tea. Using Herbs is a discovery journey since many people explore different uses for these soursop leaves. Carefully Sourced & Naturally Dried : Our soursop leaves are handpicked from mature soursop trees, carefully selected for their quality and natural goodness. After harvesting, these leaves are sun-dried hoja de guanabana to preserve their unique leaf tea aroma, flavor, and nutrients, ensuring a premium guanabana leaf product for your wellness routine. The surface of a fresh Soursop leaf is wide and leathery with some light brown patches. Natural Soursop leaves (hojas de guanabana secas) has various natural leaves benefits like can help in relaxing due to the natural dried guanabana leaves natural benefits contained in the whole dried Soursop leaves. Soursop Leaves tea (guanabana leaves tea) are used to make Soursop leaves extract (hojas de guanabana) like Soursop leaf oil, Soursop leaves powder, Soursop leaves juice Hojas de guanabana leaves can be consumed as a leafy green vegetable, either cooked or raw whole soursop leaves, in salads, soups, or stews. Hojas De guanabana leaves also known as dried soursop Graviola leaves, are used in numerous culinary dishes adding a unique hojas de guanabana leaf tea flavor and dried soursop graviola leaves benefits. Natural soursop leaves for sale are free from artificial additives, caffeine, sugar, and gluten-free, making these loose leaves an ideal choice for those seeking natural wellness and health benefits. Enjoy the benefits of soursop leaf tea, brewed with the finest ingredients. Dried soursop leaves have been treasured dried leaves herbs also known as hojas de guanabana/ dried soursop graviola leaves for their natural leaves benefits. Soursop graviola leaves may help in relaxing and calming your mind? Dive into the adventure of natural hojas de guanabana leaves or leaf tea and discover what nature has to offer in dry soursop tea leaves. A cup of soursop leaves dried (hojas de guanabana enteras) can be a daily ritual amidst the hustle and bustle of life.
Value: 200.0
Unit: Count
",https://m.media-amazon.com/images/I/71g7Cjjk4XL.jpg,8.99
168852,"Item Name: Executive Suite Seattle Roast Coffee, 2.5 Oz., Box Of 42
Bullet Point 1: Full of rich and hearty flavor
Bullet Point 2: Includes coffee brewing filters.
Product Description: Full of rich and hearty flavor Includes coffee brewing filters.
Value: 1.0
Unit: Count
",https://m.media-amazon.com/images/I/61MA8hbYHTL.jpg,82.09
181718,"Item Name: Goya Foods Whole Kernel Golden Corn, 15.25 Ounce (Pack of 24)
Bullet Point 1: VERSATILE & SMOOTH TEXTURE GOYA Whole Kernel Golden Corn is an essential ingredient throughout South America and Mexico. A natural product that you can enjoy as an appetizer, inside soups or salads and in between meals, GOYA Premium Whole Kernel Golden Corn is a staple ingredient in kitchens all over the world. Goya Whole Kernel Golden Corn comes straight off the cob
Bullet Point 2: EXCELLENT DIET COMPATIBILITY No Sugar Added, Vegan and Kosher. Goya Whole Kernel Golden Corn is a Fat Free, Saturated Fat Free, 0g Trans Fat, Cholesterol Free and Sodium Free Food
Bullet Point 3: QUICK COOKING GOYA Whole Kernel Golden Corn is an indispensable ingredient in homemade soups, stews, salads and countless Latin recipes
Bullet Point 4: PREMIUM QUALITY If it's Goya. it has to be good! Si es Goya. tiene que ser bueno
Bullet Point 5: PACK OF 24: 15.25 OZ CANS
Bullet Point 6: Country string: united states
Value: 366.0
Unit: Ounce
",https://m.media-amazon.com/images/I/61fHU10ETvL.jpg,1.52
20468,"Item Name: HIMALAYA Organic Garlic, 60 CT
Product Description: Supplements
Value: 60.0
Unit: Count
",https://m.media-amazon.com/images/I/81GJHRaDzeL.jpg,18.06
17828,"Item Name: Yellow Lime Green and White Cake Pop Cookie Cupcake Cakes Semi-Sweet Edible Confetti Decorations Sprinkles Desert Jimmies Toppers 6oz Bag
Bullet Point 1: Create festive candy buffets and dessert tables at all types of special events, including weddings, bridal showers, baby showers, birthdays, college events, bar and bat mitzvahs, corporate events, Hollywood galas and more.
Bullet Point 2: SprinkleDeco Desert Toppers are great for any occasion including weddings, birthdays, baby showers, anniversaries and more. These quality edibles can be used on donuts, cupcakes, cakes, icecream, cookies and a lot more. 6oz Sealed Jar.
Bullet Point 3: High quality edibles to decorate your cupcakes, cookies, baked goods and ice cream; Items within same container may vary slightly in shade. Store in cool, dry area for long shelf life.
Bullet Point 4: This product is prepared and packaged using machines that may come in contact with Wheat/Gluten, Eggs, Dairy Products, Peanuts, Soy, and Tree Nuts
Product Description: SprinkleDeco Desert Toppers are great for any occasion including weddings, birthdays, baby showers, anniversaries and more. These quality edibles can be used on donuts, cupcakes, cakes, icecream, cookies and a lot more. 6oz Sealed Jar.
Value: 6.0
Unit: Ounce
",https://m.media-amazon.com/images/I/81xm9aCHQEL.jpg,9.98
7143,"Item Name: Lunchable Nacho with Capri Sun Convenience Meal, 10.7 Ounce - 8 per case.
Value: 10.7
Unit: Ounce
",https://m.media-amazon.com/images/I/91HRj51MO4L.jpg,86.965
84350,"Item Name: Mekhala Organic Gluten-Free Thai Green Curry Paste 3.53oz
Bullet Point 1: 🌟 DELICIOUS AND AUTHENTIC: This world famous Thai style curry paste is made up of fresh green chillies and herbs. This organic paste brings you a delicious Thai curry, and can be a savory marinade for all types of grilled or barbecued vegetables, seafood and meat. Add your favourite ingredients, coconut or nut milk and simmer. Expect Thai-style HEAT too, as we make no compromise there in authenticity.
Bullet Point 2: 🌱 CERTIFIED USDA Organic. Vegan. Gluten-free, oil-free, no added sugar. Cleanest, healthiest Asian pastes in the market - just read the label! No artificial preservatives, colors or flavors. Made in a animal, gluten and dairy free facility. 🌱
Bullet Point 3: CONCENTRATED PASTE: Unlike other brands or pastes and sauces, our pastes are super concentrated. You'll enjoy 8-10 servings per jar! Spice level - HOT! 🍲😋
Bullet Point 4: ⏱️ QUICK EASY VERSATILE COOKING ESSENTIAL: Whether you're making curries, soups, or stir-fries, our curry paste blends effortlessly with your favorite ingredients, enhancing every meal. Simplify your cooking process with our ready-to-use paste, designed to save you time without compromising on flavor.
Bullet Point 5: 💯 100% SATISFACTION GUARANTEED: If your product arrives damaged, contact us with your order number and photo of the product, and we will process a refund or replacement. Our products are not tested on animals and are cruelty free.
Product Description: DELICIOUS AND AUTHENTIC: Cook delicious curry in minutes with Mekhala's Green Curry Paste. Fresh. bright and spicy! Made from fresh green chilles and herbs sourced from small organic farms in Northern Thailand. Ideal with chicken, veggies, shrimp, mushrooms.
Value: 3.53
Unit: Ounce
",https://m.media-amazon.com/images/I/71cnSq9LViL.jpg,19.22
214022,"Item Name: Double Donut Hot Chocolate, Classic Hot Chocolate, Hot Chocolate Packets, Hot Cocoa Mix, 128 Count
Value: 158.04
Unit: Ounce
",https://m.media-amazon.com/images/I/81HZPvOuYGL.jpg,19.96
89260,"Item Name: Walden Farms Calorie Free Whipped Peanut Spread 12 Oz (Pack of 6)
Product Description: <p>Save on Walden Farms Calorie Free Whipped Peanut Spread (6x12 Oz). Sounds too good to be true...but it is! Introducing New Walden Farms Calorie Free Whipped Peanut Spreads made ""The Walden Way."" CLASSIC PEANUT SPREAD that's smooth and creamy with Natural Fresh Roasted Peanut flavor. CHOCOLATE PEANUT SPREAD with Real Chocolate from Natural Premium Cocoa Beans. CINNAMON RAISIN PEANUT SPREAD with Natural Cinnamon and Sweet Raisins. Delicious on crackers or toast. When making a PB&J switch from other brands of Peanut Butter loaded with sugar and almost 200 calories in just two level tablespoons to new Walden Farms Whipped Peanut Spreads and save over 600 calories when made with Walden Farms Calorie Free Fruit Spreads, ""The Walden Way."" {Note: description is informational only. Please refer to the actual product ingredient list prior to use. Please refer any questions to your health professional before using this product.}</p>
Value: 72.0
Unit: Fl Oz
",https://m.media-amazon.com/images/I/617EqtR1QDL.jpg,4.975
12408,"Item Name: FreshJax Spices Organic Ground Rosemary Powder (2.6 oz Bottle) Non GMO, Gluten Free, Keto, Paleo, No Preservatives Ground Dried Rosemary Leaves | Handcrafted in Jacksonville, Florida
Bullet Point 1: ROSEMARY POWDER: Elevates dishes with aromatic and earthy flavor of organic rosemary; it adds a distinctive, aromatic flavor to meats, roasted vegetables, sauces, and marinades, making dishes more flavorful
Bullet Point 2: VERSATILE HERB: Perfect for roasts, marinades, soups, veggies, homemade bread, and more; adds a fresh and earthy dimension to a wide range of dishes
Bullet Point 3: PREMIUM ORGANIC SPICES: Crafted in small batches for superior flavor; these spices are organic, gluten-free, vegan, non-GMO, keto- and paleo-friendly, with no preservatives—ensuring bold taste and quality in every dish
Bullet Point 4: CONVENIENT LARGE SHAKER BOTTLE: Comes in a large, BPA-free dual-sided shaker bottle; designed for easy, precise seasoning, making every meal flavorful with minimal effort
Bullet Point 5: SUPPORTS A CAUSE: With every purchase, you help fight childhood hunger; FreshJax is committed to making a difference, one meal at a time
Product Description: FreshJax Organic Rosemary Powder 2.6oz (74g) <p> Ingredients: Certified organic ground rosemary. Gluten-Free, Certified Kosher, Vegan, Keto, Paleo, No Preservatives. <p>Here are some holiday recipe ideas using rosemary powder:</p> <p>1. Thanksgiving:<br />Rosemary Powder Roasted Turkey<br />Rosemary Powder and Garlic Mashed Potatoes<br />Rosemary Powder and Sausage Stuffing</p> <p><br />2. Christmas:<br />Rosemary Powder-Crusted Prime Rib<br />Rosemary Powder and Honey Glazed Carrots<br />Rosemary Powder and Cranberry Pork Loin</p> <p><br />3. New Year's Eve:<br />Rosemary Powder and Lemon Roasted Nuts<br />Rosemary Powder Flatbread with Goat Cheese<br />Rosemary Powder and Parmesan Shortbread</p> <p><br />4. Easter:<br />Rosemary Powder-Rubbed Lamb Roast<br />Rosemary Powder and Garlic Roasted Potatoes<br />Rosemary Powder and Lemon Spring Chicken</p> <p><br />5. Halloween:<br />Rosemary Powder and Garlic Roasted Pumpkin Seeds<br />Rosemary Powder Sweet Potato Fries<br />Rosemary Powder and Parmesan Popcorn</p> <p><br />6. Fourth of July:<br />Rosemary Powder Grilled Chicken Skewers<br />Rosemary Powder and Lemon Potato Salad<br />Rosemary Powder Grilled Vegetables</p> <p><br />7. Hanukkah:<br />Rosemary Powder and Garlic Latkes<br />Rosemary Powder Brisket<br />Rosemary Powder Roasted Root Vegetables</p> <p><br />Rosemary powder adds a fragrant, earthy flavor that enhances these holiday dishes perfectly!</p>
Value: 2.6
Unit: Ounce
",https://m.media-amazon.com/images/I/715tTnQyX7L.jpg,14.99
28044,"Item Name: S&B Curry Sauce with Vegetables Hot, 7.4 Ounce (Pack of 10)
Bullet Point 1: - This is a retort pouch product which is easy to cook
Bullet Point 2: - The aroma of spice & herbs stands out in the rich taste
Bullet Point 3: - This contains potato, carrot and onion as ingredients
Value: 74.0
Unit: Ounce
",https://m.media-amazon.com/images/I/81tdpVQD8HL.jpg,52.9
287631,"Item Name: Swanson 100% Natural Chicken Broth, 32 oz Carton (12 Pack)
Bullet Point 1: Twelve (12) 32 oz recyclable cartons of Swanson 100% Natural Chicken Broth
Bullet Point 2: Perfectly balanced flavors of farm-raised chicken, vegetables picked at the peak of freshness, and high-quality seasonings
Bullet Point 3: Fat-free, gluten-free chicken broth made with 100% natural, non-GMO ingredients; no artificial flavors or colors and no preservatives
Bullet Point 4: Use it to add flavor and moisture to entrees and side dishes, as a soup base, or in place of water to boost rich flavor in rice and pasta
Bullet Point 5: A must-have for your holiday cooking; adds richer, elevated homemade flavor to mashed potatoes, stuffing and more
Value: 384.0
Unit: Ounce
",https://m.media-amazon.com/images/I/815s5zLG5IL.jpg,2.99
79166,"Item Name: Alessi Savoiardi Lady Fingers(12x7 Oz)
Value: 12.0
Unit: Count
",https://m.media-amazon.com/images/I/517dQlDjvxL.jpg,41.925
44723,"Item Name: Anchor Bar Bar-b-que Sauce
Product Description: Anchor Bar Bar-b-que Recipe Buffalo Wing Sauce - From the home of America's Original Buffalo Chicken Wings, The Anchor Bar, comes a honey of a barbecue sauce. We're wild about this rich blend of natural ingredients with a sweet, full-bodied barbecue flavor that's incredible on wings, ribs and pork. Also, perfect as a marinade, for basting or dipping sauce. This sauce comes with directions on the side of the bottle to insure the perfect wings for your family & friends.
Value: 12.0
Unit: Fl Oz
",https://m.media-amazon.com/images/I/51HS4lM-pmL.jpg,13.99
184627,"Item Name: Armour Star Chicken Vienna Sausage, Canned Sausage, 4.6 oz
Bullet Point 1: One 4.6 oz can of Armour Star Chicken Vienna Canned Sausage
Bullet Point 2: Versatile, ready to eat canned chicken sausages can be an ingredient option in an easy meal
Bullet Point 3: Canned meat is made with chicken in chicken broth
Bullet Point 4: Eat right out of the can, add to recipes or serve as an appetizer
Bullet Point 5: Ready to eat meat in a can that doesn’t require any cooking
Value: 4.6
Unit: Ounce
",https://m.media-amazon.com/images/I/81wsNNCODBL.jpg,6.86
37974,"Item Name: Pure Coconut Water; Pineapple
Value: 17.0
Unit: Count
",https://m.media-amazon.com/images/I/51JNClVYqAL.jpg,3.49
203961,"Item Name: V8 +Energy Sparkling Pomegranate Blueberry Juice Energy Drink, 11.5 fl oz Can (12 Pack)
Bullet Point 1: Twelve (12) 11.5 fl oz cans of V8 +Energy Sparkling Pomegranate Blueberry Juice Energy Drink
Bullet Point 2: A carbonated vegetable and fruit juice blend infused with natural energy from black and green tea and natural pomegranate and blueberry flavors
Bullet Point 3: Each can of sparkling juice contains 1 combined serving of veggies and fruit along with 80 milligrams of caffeine – as much as leading energy drinks
Bullet Point 4: A healthy energy drink alternative with 50 calories and 12 grams of carbs per can; an excellent source of B Vitamins
Bullet Point 5: Non-GMO and gluten-free with no sugar added* and no artificial colors (*Not a low calorie food; see nutrition panel for sugar and calorie content)
Value: 138.0
Unit: Fl Oz
",https://m.media-amazon.com/images/I/81Z48XZZNgL.jpg,6.24
