sample_id,catalog_content,image_link,price,item_name,value,unit,price_range,brand,inferred_category,unit_price,has_pack,pack_size,is_organic,is_premium,is_natural,is_travel_size,is_family_size,has_gourmet,has_fresh,has_handmade,number_count,has_percentage,text_length,word_count,has_image_link,price_category,success,width_x,height_x,mode,width_y,height_y,aspect_ratio,total_pixels,mean_red,mean_green,mean_blue,brightness,color_variance
275078,"Item Name: Frontier Garlic Powder Organic Bottle, 2.33 Ounce
Bullet Point 1: GARLIC POWDER - Prized for its pungent, slightly hot, and biting flavor, made simply from ground dehydrated garlic bulbs. Its penetrating aroma and robust flavor make it a staple in a wide range of savory dishes.
Bullet Point 2: BEST USES - Enhance the flavor of pasta, pizza, potatoes, grilled chicken, sauces, and dressings with this versatile garlic powder. Enjoy the convenience of adding garlic's distinct essence to your favorite recipes.
Bullet Point 3: EXCEPTIONAL FLAVOR, RESPONSIBLY SOURCED - Use responsibly-sourced spices to elevate your meals and give back to the planet through sustainable farming practices - adding flavor, depth and meaning to everything you create.
Bullet Point 4: COMMITTED TO PEOPLE & PLANET - Our sustainable sourcing programs start with a commitment and investment in our growers. Through mutually beneficial partnerships, we source our ingredients ethically and responsibly.
Bullet Point 5: ABOUT US - We are Frontier Co-op, a global leader in natural and organic products. As an ethically committed herb and spice company, we are united by our mission to put people and planet before profits.
Bullet Point 6: 2.33 Ounce Bottle
Bullet Point 7: An organic, convenient form of garlic that's easily dispersed to flavor any savory dish
Bullet Point 8: Certified Organic, Non-GMO Verified, Kosher
Bullet Point 9: Non-Irradiated
Bullet Point 10: Frontier is a member owned co-op, responsible to people and planet
Value: 2.33
Unit: Ounce
",https://m.media-amazon.com/images/I/713w54fR41L.jpg,7.96,"Frontier Garlic Powder Organic Bottle, 2.33 Ounce",2.33,Ounce,$5-10,Frontier Garlic,Health & Wellness,3.416309012875536,False,,True,False,False,False,False,False,False,False,2.0,False,49.0,7.0,True,Budget ($0-$10),True,2048,2048,RGB,2048,2048,1.0,4194304,213.7973666191101,213.8706681728363,210.54422998428345,212.73742159207663,74.48418221559251
75797,"Item Name: Tostitos Bite Size Rounds Tortilla Chips, 13 Ounce
Bullet Point 1: 13.0 oz. bag of TOSTITOS Bite Size Tortilla Chips
Bullet Point 2: Crunchy chips for a great snack
Bullet Point 3: Spice up your snack time with some TOSTITOS Medium Salsa
Bullet Point 4: Gluten free product
Bullet Point 5: Great tortilla chips for a party or get-together
Value: 13.0
Unit: Ounce
",https://m.media-amazon.com/images/I/81VZzbTjnqL.jpg,6.49,"Tostitos Bite Size Rounds Tortilla Chips, 13 Ounce",13.0,Ounce,$5-10,Tostitos Bite,Food & Beverage,0.4992307692307692,False,,False,False,False,False,False,False,False,False,1.0,False,50.0,8.0,True,Budget ($0-$10),True,1730,2560,RGB,1730,2560,0.67578125,4428800,146.55529624277457,165.49314870845376,174.91317422326588,162.3205397248314,86.64907713163048
225602,"Item Name: Pringles Potato Crisps, Lunch Snacks, On-the-Go Snack, Las Meras Meras Habaneras, 5.5oz Can (1 Can)
Bullet Point 1: Heat up snacking moments with the smoky, spicy flavor and fun shape of Pringles Las Meras Meras Habaneras Potato Crisps
Bullet Point 2: Authentic Mexican flavors come to life with the hot and tangy taste of char-grilled habanero peppers, lime, and salt from edge to edge
Bullet Point 3: Always tasty, never greasy; Kosher Dairy; Contains milk and wheat ingredients
Bullet Point 4: Stack, snack, and savor at home and on the go; Pop open a can for gaming, sports watching, party time, or any time
Bullet Point 5: Includes one, 5.5oz can of ready to eat potato crisps; Packaged for freshness and great taste
Value: 5.5
Unit: Ounce
",https://m.media-amazon.com/images/I/71NO3EfZHpL.jpg,3.73,"Pringles Potato Crisps, Lunch Snacks, On-the-Go Snack, Las Meras Meras Habaneras, 5.5oz Can (1 Can)",5.5,Ounce,$0-5,Pringles Potato,Food & Beverage,0.6781818181818182,False,,False,False,False,False,False,False,False,False,3.0,False,99.0,15.0,True,Budget ($0-$10),True,2400,2400,RGB,2400,2400,1.0,5760000,241.44443229166666,216.48248784722222,218.46423090277779,225.4637170138889,63.12645698522833
144241,"Item Name: HORMEL NATURAL CHOICE Fully-Cooked Bacon, Gluten Free, Original, 2.5oz Pack
Bullet Point 1: Made with minimally processed, all natural pork
Bullet Point 2: Pork raised without added hormones; federal regulations prohibit the use of hormones in pork
Bullet Point 3: 6 grams of protein and 70 calories per cooked serving
Bullet Point 4: No added nitrates or nitrites except for those naturally occurring in celery and cherry powder
Bullet Point 5: Gluten free; no artificial ingredients
Value: 2.52
Unit: Ounce
",https://m.media-amazon.com/images/I/714OEHwlVWL.jpg,5.49,"HORMEL NATURAL CHOICE Fully-Cooked Bacon, Gluten Free, Original, 2.5oz Pack",2.52,Ounce,$5-10,HORMEL NATURAL,Health & Wellness,2.178571428571429,False,,False,False,True,False,False,False,False,False,2.0,False,75.0,10.0,True,Budget ($0-$10),True,1000,1000,RGB,1000,1000,1.0,1000000,216.156823,194.246482,176.185865,195.52972333333332,83.16762719065306
290419,"Item Name: Lee Kum Kee Sweet & Sour Sauce, 8.5-Ounce Bottle (Pack of 4)
Bullet Point: Net Wt. 8.5 oz.
Value: 34.0
Unit: Ounce
",https://m.media-amazon.com/images/I/715lAJamCNL.jpg,3.94,"Lee Kum Kee Sweet & Sour Sauce, 8.5-Ounce Bottle (Pack of 4)",34.0,Ounce,$0-5,Lee Kum,Food & Beverage,0.1158823529411764,True,4.0,False,False,False,False,False,False,False,False,3.0,False,60.0,12.0,True,Budget ($0-$10),True,702,2560,RGB,702,2560,0.27421875,1797120,184.3181657318376,102.06194299768518,83.20379996883904,123.19463623278727,90.65992813878125
89499,"Item Name: Snyder's of Hanover Pretzel Pieces - Hot Buffalo Wing - 12 oz - 2 pk
Value: 24.0
Unit: Ounce
",https://m.media-amazon.com/images/I/81iBmLt0C5L.jpg,6.09,Snyder's of Hanover Pretzel Pieces - Hot Buffalo Wing - 12 oz - 2 pk,24.0,Ounce,$5-10,Snyder's of,Other,0.25375,False,,False,False,False,False,False,False,False,False,2.0,False,68.0,15.0,True,Budget ($0-$10),True,1500,1272,RGB,1500,1272,1.179245283018868,1908000,203.56472641509433,168.46833542976938,118.72146960167714,163.58484381551364,78.29091567530803
170295,"Item Name: Tea,Simply Del,Plum
Value: 18.0
Unit: Count
",https://m.media-amazon.com/images/I/51SYSqEn+7L.jpg,5.395,"Tea,Simply Del,Plum",18.0,Count,$5-10,Tea,Food & Beverage,0.2997222222222222,False,,False,False,False,False,False,False,False,False,0.0,False,19.0,2.0,True,Budget ($0-$10),True,450,500,RGB,450,500,0.9,225000,167.66776444444446,163.29230666666666,173.64828888888889,168.20278666666667,96.406968622861
273247,"Item Name: Boston Spice Bada Bing Bada Boom HANDMADE Gourmet Italian Seasoning Blend for Bread Dipping Sauces Spreads Butter Herbs Chip Dip Salad Dressing 1/4 Cup Spice 0.8oz/23g
Bullet Point 1: At Boston Spice, all of our gourmet artisanal spice blends are handcrafted using only premium quality ingredients for superior flavor and taste. Freshness and quality matters here at Boston Spice and we take great pride in giving you the best spice blends that you will find anywhere. *If you would like any particular ingredient adjusted, send us a message before ordering.
Bullet Point 2: To give you the quality you deserve, each spice blend you purchase is blended for you, FRESH TO ORDER, by us here at Boston Spice, so that we can ship to you the best tasting and flavorful spice blends directly to your home, to a loved one as a gift, or to your restaurant. You won’t find that quality and flavor with other spice companies. You will only find it here at Boston Spice.
Bullet Point 3: Our spice blends are sold by measured volume, not by weight. Example: 1/4 cup, 1/2 cup, 1 cup. That way you will know how much spice you are purchasing to suit your needs and recipes.
Bullet Point 4: “Start A Revolution In Your Mouth - Win The War Over Flavorless Food Is Over"" - There is no wrong way to use and enjoy Boston Spice blends. At Boston Spice, we encourage you to try our spices on whatever you feel like eating. HUZZAH! - HUZZAH!! - HUZZAH!!!
Bullet Point 5: Comes in a food safe standup resealable pouch
Product Description: <b>Start A Revolution In Your Mouth. The War On Flavorless Food Is Over. HUZZAH</b><BR><BR> As the saying goes here at Boston Spice, Bada Bing Bada Boom - ""HUZZAH"", here is our Boston Spice Dipping blend. Some might say all bread dipping oil seasonings are the same, well ours is better. Some might say all potato chip dips are the same, well ours is better. Also, add some to mashed potatoes!. (See the directions below to find out why ours is better) . <BR><BR>We are a spice blend company called <b>BOSTON SPICE</b>, located just outside of Boston Massachusetts. We created our line of spice and seasoning blends because of our love of tasty flavorful food and the history behind the great city of Boston.We make spice blends and rubs, with a Boston twist. Every spice blend we make is handcrafted, hand blended, and hand packaged by us. We do not add any chemical additives like other spice companies do. <BR><BR>Here at <b>BOSTON SPICE</b>, we freshly prepare and blend natural dried herbs and spices to win the war over eating flavorless, flat, bland, dull, and one-dimensional foods. Whether it be beef, poultry, pork, seafood, or those all important vegetables, <b>BOSTON SPICE</b> will have the right blend necessary to make you the Commanding General of your kitchen. We are here to help you conquer the flavor war raging in your mouth. <BR><BR>*Due to packaging size constraints, product labels may vary from image shown. <BR>*Since we blend and package our spice mixes by hand, the amount of spice in their respective container could vary a gram or so from order to order.
Value: 0.8
Unit: Ounce
",https://m.media-amazon.com/images/I/812dDJHyECS.jpg,4.92,Boston Spice Bada Bing Bada Boom HANDMADE Gourmet Italian Seasoning Blend for Bread Dipping Sauces Spreads Butter Herbs Chip Dip Salad Dressing 1/4 Cup Spice 0.8oz/23g,0.8,Ounce,$0-5,Boston Spice,Food & Beverage,6.15,False,,False,False,False,False,False,True,False,True,5.0,False,167.0,26.0,True,Budget ($0-$10),True,1994,2560,RGB,1994,2560,0.77890625,5104640,193.8288061449975,191.59392807328234,188.29012094878385,191.23761838902124,60.62221897563989
130469,"Item Name: A.1. Original Steak Sauce, 10 oz. Bottles (Pack of 12)
Bullet Point 1: One 10 oz bottle of A.1. Original Steak Sauce
Bullet Point 2: A.1. Original Steak Sauce delivers bold flavor to your favorite dishes
Bullet Point 3: Made with a mouthwatering blend of tomatoes, garlic, crushed oranges and an intricate mix of spices
Bullet Point 4: Classic sauce pairs well with steak, chicken, beef or pork
Bullet Point 5: Pour sauce over meat, or use as a dipping sauce
Value: 120.0
Unit: Ounce
",https://m.media-amazon.com/images/I/81TgMzjltlL.jpg,5.44,"A.1. Original Steak Sauce, 10 oz. Bottles (Pack of 12)",120.0,Ounce,$5-10,A.1. Original,Food & Beverage,0.0453333333333333,True,12.0,False,False,False,False,False,False,False,False,3.0,False,54.0,10.0,True,Budget ($0-$10),True,2400,2400,RGB,2400,2400,1.0,5760000,181.38762413194445,166.78575920138888,160.1069439236111,169.42677575231482,94.716008538128
288780,"Item Name: Shirakiku Azuki Yude Sweet Red Beans, 7.4-Ounce Units (Pack of 24)
Bullet Point 1: Pack of twenty four, 7.4-ounce units (total of 177.6 ounces)
Bullet Point 2: No artificial colors or preservatives
Bullet Point 3: Product of Japan
Value: 177.6
Unit: Ounce
",https://m.media-amazon.com/images/I/81F0VjZjgKL.jpg,7.99,"Shirakiku Azuki Yude Sweet Red Beans, 7.4-Ounce Units (Pack of 24)",177.6,Ounce,$5-10,Shirakiku Azuki,Other,0.0449887387387387,True,24.0,False,False,False,False,False,False,False,False,3.0,False,66.0,11.0,True,Budget ($0-$10),True,1691,1051,RGB,1691,1051,1.608943862987631,1777241,203.91488323755755,174.25159334046424,173.90470003786768,184.02372553862983,60.3441906932869
170754,"Item Name: Benjamins Kananga Water, 4 Fl Oz
Bullet Point: This popular fragrance is used in baths and to relieve aches associated with feverish conditions.
Value: 4.0
Unit: Fl Oz
",https://m.media-amazon.com/images/I/51k8jAHsPhL.jpg,9.99,"Benjamins Kananga Water, 4 Fl Oz",4.0,Fl Oz,$5-10,Benjamins Kananga,Food & Beverage,2.4975,False,,False,False,False,False,False,False,False,False,1.0,False,32.0,6.0,True,Budget ($0-$10),True,1080,1080,RGB,1080,1080,1.0,1166400,239.2229475308642,240.77066186556928,224.4821793552812,234.82526291723823,55.14601865555783
257557,"Item Name: Zing Zang Award Winning Bloody Mary Mix - (2 Pack of 32 Fl. Oz. Bottles)
Bullet Point 1: Check out our other Packages or Variety Packs for Special Pricing & Even Greater Savings!
Bullet Point 2: Juices from 14 vegetables total 80% of the mix ingredients. The result, we think you will agree, is an extremely refreshing, full-bodied beverage. You'll find that Zing Zang is more satisfying because of our distinctive combination of quality ingredients.
Bullet Point 3: The pride of Zing Zang! Our original product, the award-winning Bloody Mary Mix. Low in sodium and calories, tastes great with or without your favorite vodka. Try our best value-the economical case of 6 half-gallon (64 oz.) bottles.
Bullet Point 4: Drink Zing Zang cold over ice, with or without your favorite vodka. Add a squeeze of lime with a celery stalk and you will enjoy a great cool, refreshing, energizing drink.""
Bullet Point 5: Zing Zang Award Winning Bloody Mary Mix! ""Not just another Bloody Mary Mix! They've added a combination of spices and broth that makes Zing Zang different.
Value: 64.0
Unit: Fl Oz
",https://m.media-amazon.com/images/I/61r6ZGXn5eL.jpg,5.64,Zing Zang Award Winning Bloody Mary Mix - (2 Pack of 32 Fl. Oz. Bottles),64.0,Fl Oz,$5-10,Zing Zang,Other,0.088125,True,2.0,False,False,False,False,False,False,False,False,2.0,False,72.0,15.0,True,Budget ($0-$10),True,698,1024,RGB,698,1024,0.681640625,714752,200.89658091198066,189.07634536174785,169.58220893400787,186.5183784025788,90.67012210592758
206684,"Item Name: Tapatio Ramen Noodle Soup - Big Bowl - Carne Asada with Lime Flavor, 3.88 Oz (Bulk Case of 6)
Bullet Point 1: UNLEASH THE FIERY FUSION: Elevate your noodle game with flavorfilled Carne Asada & Lime Ramen noodles bringing extra savoriness to the vibrant Tapatio spice. This is a must-try infusion.
Bullet Point 2: HARMONY OF SPICIENSS AND TASTE: Not your ordinary noodles. Our Premium Restaurant quality noodles are spicy and bold without overwhelming your palate. Pop in the microwave, and you’re savoring a bowl of pure bliss within minutes.
Bullet Point 3: CHEWY DELICIOUS NOODLES: Nothing short of perfection, the bright citrus notes of lime elevate the entire dish adding a refreshing twist to every spoonful of rich broth and mouthwatering noodles.
Bullet Point 4: CONVENIENT, QUICK & BUDGET FRIENDLY: Stock up on this pantry essential, perfect for busy days, late-night cravings or any time you want a comfort meal loved by everyone that won't break the bank.
Bullet Point 5: READY IN A FLASH: Our microwave-friendly ramen noodles are ready in just 4-5 minutes, so you can enjoy a piping hot meal that’s perfect for your busy lifestyle. No fuss, no hassle, just pure flavor.
Product Description: Introducing the Tapatio Carne Asada with Lime Bowl – a tantalizing fusion of bold flavors that’ll ignite your taste buds. Succulent Carne Asada, kissed by zesty lime and bathed in our vibrant, soul-warming broth. Each spoonful is an explosion of taste, a symphony of spice and richness for your palate. Want to amp up the protein? Add grilled chicken, shrimp, or tofu – the choice is yours. Customize your instant soup bowl with colorful bell peppers, crisp lettuce, and juicy tomatoes. Sprinkle on some cilantro, drizzle with lime juice, or toss in avocado chunks. Convenience in a bowl – ready in minutes, no fuss, no hassle. Whether you’re a busy professional, a student burning the midnight oil, or simply craving a culinary adventure, the Tapatio Carne Asada & Lime Bowl is sure to please.
Value: 23.28
Unit: Ounce
",https://m.media-amazon.com/images/I/81dXauoBd1L.jpg,2.0,"Tapatio Ramen Noodle Soup - Big Bowl - Carne Asada with Lime Flavor, 3.88 Oz (Bulk Case of 6)",23.28,Ounce,$0-5,Tapatio Ramen,Other,0.0859106529209622,False,,False,False,False,False,True,False,False,False,3.0,False,93.0,19.0,True,Budget ($0-$10),True,2000,2000,RGB,2000,2000,1.0,4000000,217.39941125,204.84321125,194.94207275,205.72823175,78.01634224273116
