sample_id,catalog_content,image_link,price,price_bin,value,unit,item_name,predicted_price,abs_error,pct_error,smape_individual
255162,"Item Name: The Topps Company Juicy Drop Taffy with Sour Gel - 16 per pack -- 12 packs per case.
Product Description: The Topps Company Juicy Drop Taffy with Sour Gel - 16 per pack -- 12 packs per case.
Value: 192.0
Unit: Count
",https://m.media-amazon.com/images/I/81IV1X0ntmL.jpg,435.99,100+,192.0,Count,The Topps Company Juicy Drop Taffy with Sour Gel - 16 per pack -- 12 packs per case.,30.297998637797534,405.69200136220246,93.0507583573482,174.00919712597417
50716,"Item Name: Bloomingmore Flowers, 300 Farm Fresh Pink Ranunculus
Bullet Point 1: 10 stems per bunch with a total of 300 stems
Bullet Point 2: Stem size approximately 30-40 cm
Bullet Point 3: The box includes detailed care instructions.
Bullet Point 4: Note. Please allow for small discrepancies in the color hue due differences in monitor resolution and subtle climatic changes during growing season.
Product Description: Ranunculus are cup-shaped blooms, known for their paper-thin petals that gradually swirl outwards from a densely packed center. The ranunculus flower appears to symbolize charm and attractiveness across cultures and generations, these stunning flowers are perfect for garden-inspired arrangements or to share love and happiness with a special someone. Also, extremely popular in bridal bouquets and wedding arrangements, these flowers add a delicate touch to any occasion.
Value: 1.0
Unit: Count
",https://m.media-amazon.com/images/I/71wCd65pd7S.jpg,432.98,100+,1.0,Count,"Bloomingmore Flowers, 300 Farm Fresh Pink Ranunculus",30.297998637797534,402.68200136220247,93.00244846464096,173.84033023205552
50963,"Item Name: Scabiosa Candy, 360 Stems
Value: 1.0
Unit: Count
",https://m.media-amazon.com/images/I/71BFnx2fKeS.jpg,390.98,100+,1.0,Count,"Scabiosa Candy, 360 Stems",30.297998637797534,360.68200136220247,92.2507548627046,171.232299112922
50948,"Item Name: Scabiosa Cherry Vanilla, 360 Stems
Bullet Point 1: Stem Length (Approximation): 20 - 25 inches.
Bullet Point 2: Average Bloom Size: 1.5 to 2 inches in diameter
Bullet Point 3: Each stem features one focal bloom and may have additional shoots of smaller blooms
Bullet Point 4: Box includes detailed care instructions Cut and shipped directly from our farm upon order
Bullet Point 5: Note. Please allow for small discrepancies in the color hue due differences in monitor resolution and subtle climatic changes during growing season.
Value: 1.0
Unit: Count
",https://m.media-amazon.com/images/I/71efs9EYvUS.jpg,386.98,100+,1.0,Count,"Scabiosa Cherry Vanilla, 360 Stems",30.297998637797534,356.68200136220247,92.17065516621076,170.95653378639156
110134,"Item Name: Judee's Gluten Free Bulk 45lb Whole Milk Powder, 5lb x9 Pack - Non-GMO, Hormone, Gluten Free & Nut Free - Pantry Staple for Baking, Travel, and Reconstitution - Made in USA
Bullet Point 1: High Quality Milk Powder: Judee's Gluten Free Whole Milk Powder offers a versatile pantry staple ideal for baking, travel, and reconstitution into liquid whole milk. Our non-GMO powdered milk provides a rich, creamy texture for delicious dry milk recipes
Bullet Point 2: Convenient Bulk Packaging: This product includes a 45-pound bulk package divided into nine 5-pound packs, ensuring easy storage and long-term usability. The resealable bags maintain the freshness and quality of the milk powder for extended pantry shelf life
Bullet Point 3: Versatile Culinary Uses: Perfect for baking and enhancing recipes, our whole milk powder is a reliable ingredient for creating delicious dishes. Whether you're making gluten free baking recipes or using it as a dry milk powder substitute, it delivers consistent results
Bullet Point 4: Health Conscious Ingredients: Produced in a dedicated gluten-free facility, this powdered milk is non-GMO and free from gluten and nuts, catering to dietary needs. It's an excellent alternative for those seeking lactose free milk or skim milk powder substitutes
Bullet Point 5: Ideal For Diverse Recipes: Our product supports a wide range of culinary creations. Enjoy the flexibility of shelf milk that complements both sweet and savory recipes
Product Description: Judee's Gluten Free Whole Milk Powder is an exceptional choice for those seeking a versatile and high-quality powdered milk option. This product is crafted from premium whole milk and comes in a substantial 45-pound bulk package, divided into nine convenient 5-pound packs, ensuring ease of storage and long-term usability. Produced in a dedicated gluten-free facility in the USA, this milk powder aligns with the brand's commitment to providing natural and dietary-friendly ingredients. Ideal for home bakers and health-conscious individuals, Judee's Whole Milk Powder is perfect for a wide range of culinary applications. It can be used as an ingredient in baking, enhancing recipes with its rich, creamy texture. It is also suitable for creating delicious dry milk recipes or can be reconstituted into liquid milk for everyday use. Whether you are crafting low-carb bread, making protein shakes, or preparing milk tea, this powdered milk serves as a reliable pantry staple. The product is unsweetened, allowing you to customize your creations by adding your preferred flavorings, making it an excellent addition to your morning coffee or cream. Its versatility extends to recipes such as yogurt, chia pudding, and even savory dishes. The milk powder is packaged in resealable bags, offering a shelf-stable solution for emergency food supply and long-term storage. Judee's Gluten Free Whole Milk Powder is esteemed for its trustworthy quality, being non-GMO and gluten-free, thus catering to the needs of health-conscious consumers. For optimal results, it is recommended to store the product in a cool, dry place. To reconstitute, simply mix 1 cup of warm water with 1/4 to 1/3 cup of milk powder to achieve the desired consistency of whole milk. This product promises to be a valuable addition to your kitchen, providing a clean and flavorful alternative to traditional milk options.
Value: 720.0
Unit: Ounce
",https://m.media-amazon.com/images/I/61zv+dH5kdL.jpg,349.99,100+,720.0,Ounce,"Judee's Gluten Free Bulk 45lb Whole Milk Powder, 5lb x9 Pack - Non-GMO, Hormone, Gluten Free & Nut Free - Pantry Staple for Baking, Travel, and Reconstitution - Made in USA",21.806096816530843,328.18390318346917,93.76950860980861,176.53972486183312
62770,"Item Name: Warheads Assorted Double Drops Liquid Candy, 1.01 Fluid Ounce -- 192 per case
Value: 193.92
Unit: Fl Oz
",https://m.media-amazon.com/images/I/51ff4vorlOL.jpg,333.52,100+,193.92,Fl Oz,"Warheads Assorted Double Drops Liquid Candy, 1.01 Fluid Ounce -- 192 per case",21.29307887038704,312.22692112961295,93.61565157400244,175.9951589854833
160983,"Item Name: American Licorice Watermelon Sour Punch Straw Candy -- 288 per case.
Product Description: American Licorice Watermelon Sour Punch Straw Candy -- 288 per case. Satisfy Your Sour Craving Kosher
Value: 288.0
Unit: Count
",https://m.media-amazon.com/images/I/41ETIKgBbRL.jpg,336.63,100+,288.0,Count,American Licorice Watermelon Sour Punch Straw Candy -- 288 per case.,30.297998637797534,306.33200136220245,90.99961422398552,166.97117826900381
182222,"Item Name: East West Furniture HLDU3-MAH-W 3 Piece Dining Set Contains a Round Dining Room Table with Pedestal and 2 Kitchen Chairs, 42x42 Inch, Mahogany
Bullet Point 1: kitchen SET: The 3-piece dining room set consists of a kitchen dining table and 2 wooden chairs. Our contemporary kitchen table and sturdy wooden dining chairs provide comfort in both dining and kitchen areas. This kitchen set complements modern aesthetics and is an excellent choice for decorating your home beautifully. It allows you to enjoy meals with your family or friends during your leisure time.
Bullet Point 2: WOOD TABLE SET FINISH: The Mahogany finish adds a touch of modernity to our dining table set. The round table and wooden chairs exude a luxurious and retro feel. The chairs are designed with comfortable Mahogany Solid Wood seats, Mahogany Rubber Wood legs, and open panel backs. They are ergonomically crafted to conform to your body shape, allowing for proper air circulation and providing a soft and comfortable seating experience.
Bullet Point 3: SUPERIOR QUALITY MATERIAL: The dining table set is skillfully constructed using high-quality Asian wood, specifically Rubber Wood, renowned for its exceptional durability. This premium material ensures that the kitchen table and chairs set possess remarkable strength and can withstand regular, long-term use without compromising on quality.
Bullet Point 4: MID CENTURY CHAIR SEAT MATERIAL: The dinner chairs are made of Rubber Wood, ensuring robustness to support weights of up to 300 lbs. The Solid Wood seat requires minimal maintenance for everyday use. Additionally, the chairs include footrests for enhanced comfort. This elegant dining table and chairs set serves as a focal point for your home decor.
Bullet Point 5: ITEM DIMENSIONS: Proportions of the gorgeous Kitchen dining chair are: Length: 21; Width: 17; Height: 38. The Sizes of the wonderful breakfast table are: Length: 42; Width: 42; Height: 29.5.
Bullet Point 6: This Dining Table Set arrives in 3 boxes. One box for the table top, one for the pedestal and one box for the chairs.
Value: 1.0
Unit: Count
",https://m.media-amazon.com/images/I/91+18kbAOjL.jpg,333.27,100+,1.0,Count,"East West Furniture HLDU3-MAH-W 3 Piece Dining Set Contains a Round Dining Room Table with Pedestal and 2 Kitchen Chairs, 42x42 Inch, Mahogany",30.297998637797534,302.97200136220243,90.90887309454871,166.6659345692504
208503,"Item Name: Giffard Depuis 1885 Pineapple, Grapefruit, Ginger and Elderflower Alcohol-Free Liqueur 8 Pack - Made in France, 700ml Bottles, Perfect for Spritzers, Mixed Drinks
Bullet Point 1: Pineapple: GIFFARD Pineapple Alcohol Free is made from a maceration of fresh pineapples reinforced by a candied pineapple infusion in white wine vinegar. Mixture of candied, buttered and caramelized fruit notes.
Bullet Point 2: Elderflower: GIFFARD Elderflower Alcohol Free is made from a maceration of hand-picked elferflowers in white wine vinegar. Exotic lychee, floral rose and wormwood notes intermingle with a touch of acidity.
Bullet Point 3: Ginger: GIFFARD Ginger Alcohol Free is made from a maceration of ginger roots in white wine vinegar. Warm, lemony, pungent, bitter and earthy notes with a hint of lemongrass.
Bullet Point 4: Grapefruit: GIFFARD Grapefruit Alcohol Free is made from a maceration of grapefruit zest in white wine vinegar. A nice balance between bitterness, acidity and sugar. A mixture of citrus and fruity citrus and woody. Winy notes may appear at the end of the mouth and leave a slight astringency.
Bullet Point 5: Giffard unveils a new line inspired by their liqueur expertise, employing the shrub technique to macerate fruits and plants in wine vinegar.
Bullet Point 6: The result is a range of alcohol-free products with exceptional aromatic complexity and reduced sugar content, highlighting their intense flavors.
Bullet Point 7: With a dedication to sourcing the finest ingredients, Giffard emphasizes quality in their Alcohol-Free range, offering a sensory experience characterized by complexity and mouthfeel.
Bullet Point 8: Giffard's Alcohol-Free line presents an opportunity to recreate beloved cocktails like the Sex on the Beach and Mai Tai without the need for alcohol.
Bullet Point 9: By offering non-alcoholic alternatives, Giffard enables cocktail enthusiasts to savor the same flavor depth and complexity in their favorite drinks, minus the alcohol content.
Bullet Point 10: Includes (8) 700ml Bottles, Phone and tablet holder and tasting notes/recipes.
Value: 23.7
Unit: Fl Oz
",https://m.media-amazon.com/images/I/71mFmie5EkL.jpg,319.98,100+,23.7,Fl Oz,"Giffard Depuis 1885 Pineapple, Grapefruit, Ginger and Elderflower Alcohol-Free Liqueur 8 Pack - Made in France, 700ml Bottles, Perfect for Spritzers, Mixed Drinks",21.29307887038704,298.686921129613,93.34549694656322,175.04276757971408
155327,"Item Name: Clif Builder's Chocolate Peanut Butter Bars-1 160041
Value: 12.0
Unit: Count
",https://m.media-amazon.com/images/I/41SMsqbWXhL.jpg,328.6,100+,12.0,Count,Clif Builder's Chocolate Peanut Butter Bars-1 160041,30.297998637797534,298.3020013622025,90.77967174747488,166.2321899227145
240931,"Item Name: Fanale Premium Chocolate Bubble Tea Flavoring Powder | Perfect for Baking, Smoothies, Desserts and Drinks | Instant Flavoring Powder for Boba Milk Tea- 2.2 Pounds (Pack of 20).
Bullet Point 1: 𝐌𝐮𝐥𝐭𝐢-𝐩𝐮𝐫𝐩𝐨𝐬𝐞 𝐢𝐧𝐠𝐫𝐞𝐝𝐢𝐞𝐧𝐭: This Chocolate flavor powder can be used in a variety of recipes, including baked goods, smoothies, drinks, and more. It's a versatile ingredient that can be added to almost anything to give it a nutty flavor.
Bullet Point 2: 𝐌𝐚𝐝𝐞 𝐰𝐢𝐭𝐡 𝐡𝐢𝐠𝐡-𝐪𝐮𝐚𝐥𝐢𝐭𝐲 𝐢𝐧𝐠𝐫𝐞𝐝𝐢𝐞𝐧𝐭𝐬 𝐟𝐨𝐫 𝐚 𝐫𝐢𝐜𝐡, authentic taste: We only use the best ingredients to ensure that our Chocolate flavor powder has an authentic, rich taste that will elevate your recipes. You can trust that this product is made with care and attention to detail.
Bullet Point 3: 𝐅𝐫𝐞𝐬𝐡𝐧𝐞𝐬𝐬 & 𝐂𝐨𝐧𝐯𝐞𝐧𝐢𝐞𝐧𝐜𝐞 𝐢𝐧 𝐄𝐯𝐞𝐫𝐲 𝐔𝐬𝐞:The resealable bag that our Chocolate flavor powder comes in makes it easy to store and use. You can keep it in your pantry or kitchen cabinet and pull it out whenever you want to add some nutty flavor to your creations.
Bullet Point 4: 𝐄𝐚𝐬𝐲 𝐭𝐨 𝐮𝐬𝐞: Simply measure out the desired amount of Chocolate flavor powder and mix it into your recipe. No need to chop, grind, or blend Chocolate, as this powder provides all the nutty flavor you need in a convenient form.
Bullet Point 5: 𝐆𝐥𝐮𝐭𝐞𝐧-𝐟𝐫𝐞𝐞 𝐚𝐧𝐝 𝐯𝐞𝐠𝐚𝐧:Our Chocolate flavor powder is gluten-free and vegan, making it a great choice for those with dietary restrictions. It's a versatile ingredient that can be used in a wide range of recipes, including ones that are gluten-free or plant-based.
Product Description: Fanale drinks
Value: 35.2
Unit: Ounce
",https://m.media-amazon.com/images/I/71NpTYch7jL.jpg,320.0,100+,35.2,Ounce,"Fanale Premium Chocolate Bubble Tea Flavoring Powder | Perfect for Baking, Smoothies, Desserts and Drinks | Instant Flavoring Powder for Boba Milk Tea- 2.2 Pounds (Pack of 20).",21.806096816530843,298.19390318346916,93.1855947448341,174.48132491535333
180502,"Item Name: Think Thin Brownie Crunch Bar, 2.1 Ounce -- 120 per case.
Value: 120.0
Unit: Count
",https://m.media-amazon.com/images/I/51lGaTYBNfL.jpg,322.12,100+,120.0,Count,"Think Thin Brownie Crunch Bar, 2.1 Ounce -- 120 per case.",30.297998637797534,291.82200136220246,90.59418892406633,165.6112925504276
149071,"Item Name: Blooms2Door 100 Red Roses (Farm-Fresh, Long Stem - 50cm) - Farm Direct Wholesale Fresh Flowers
Value: 100.0
Unit: Count
",https://m.media-amazon.com/images/I/81C4XICOW-L.jpg,320.45,100+,100.0,Count,"Blooms2Door 100 Red Roses (Farm-Fresh, Long Stem - 50cm) - Farm Direct Wholesale Fresh Flowers",30.297998637797534,290.15200136220244,90.54517127857777,165.44755921006978
195177,"Item Name: Golden Monkey Tea (Loose) (8 oz, ZIN: 510228) - 2 Pack
Bullet Point 1: Golden Monkey Tea (Loose) (8 oz, ZIN: 510228)
Bullet Point 2: No fillers.
Bullet Point 3: Manufacturer: TerraVita
Bullet Point 4: Size: 8 oz
Bullet Point 5: Loose Leaf Herbal Tea - Packed in a convenient upright pouch!
Product Description: Golden Monkey Tea (Loose) (8 oz, ZIN: 510228)<BR><BR>Packaged in the United States in a GMP certified facility (Good Manufacturing Practice).<BR><BR>No fillers.<BR><BR>Manufacturer: TerraVita<BR><BR>Size: 8 oz<BR><BR>Loose Leaf Herbal Tea - Packed in a convenient upright pouch!<BR><BR>Ingredients: Black Tea
Value: 16.0
Unit: Ounce
",https://m.media-amazon.com/images/I/81o66j8aVeL.jpg,310.93,100+,16.0,Ounce,"Golden Monkey Tea (Loose) (8 oz, ZIN: 510228) - 2 Pack",21.806096816530843,289.12390318346917,92.9868147761455,173.78571543615286
281513,"Item Name: ShelterLogic 6' x 12' x 8' Shed-in-a-Box All Season Steel Metal Peak Roof Outdoor Storage Shed with Waterproof Cover and Heavy Duty Reusable Auger Anchors
Bullet Point 1: DURABLE FRAME: Made from an all-steel metal 6 x 12 x 8-foot frame that is 1-3/8 inches thick
Bullet Point 2: MADE TO LAST: Bonded with a premium powder-coated finish that prevents chipping, peeling, rust, and corrosion
Bullet Point 3: WATERPROOF COVERAGE: Grey cover is durable and made from an advanced triple-layer ripstop that is waterproof and UV-treated to resist fading
Bullet Point 4: RATCHET-TITE: Cover tensioning system ensures a drum tight cover that keeps it tight and neat looking
Bullet Point 5: EASY SLIDE CROSS RAIL SYSTEM: Locks down and squares up frames for initial and continuous frame to fabric fit
Value: nan
Unit: None
",https://m.media-amazon.com/images/I/71srcFgRQbL.jpg,323.86,100+,,None,ShelterLogic 6' x 12' x 8' Shed-in-a-Box All Season Steel Metal Peak Roof Outdoor Storage Shed with Waterproof Cover and Heavy Duty Reusable Auger Anchors,35.154408967391305,288.7055910326087,89.14518342265445,160.83231414749784
196182,"Item Name: Tangiers Lemon White Tea (Loose) (8 oz, ZIN: 518439) - 3 Pack
Bullet Point 1: Without question, Tangiers is one of the most exotic urban centers on earth. For centuries this Northern Moroccan city has been home to colorful characters from all walks of life. From pirates to traders, writers, painters and eccentric millionaires, the ancient city has seen it all. During the 1940s and 50s, Tangiers was considered an International Zone and as the cold war began to heat up, even served as a major meeting point for international spies and weapons dealers. It was during this ti
Bullet Point 2: No fillers.
Bullet Point 3: Manufacturer: TerraVita
Bullet Point 4: Size: 8 oz
Bullet Point 5: Loose Leaf White Tea - Packed in a convenient upright pouch!
Product Description: Without question, Tangiers is one of the most exotic urban centers on earth. For centuries this Northern Moroccan city has been home to colorful characters from all walks of life. From pirates to traders, writers, painters and eccentric millionaires, the ancient city has seen it all. During the 1940s and 50s, Tangiers was considered an International Zone and as the cold war began to heat up, even served as a major meeting point for international spies and weapons dealers. It was during this time that beatnik author William S. Burroughs set up shop to write his famous novel, Naked Lunch. In fact, the book's setting of Interzone is loosely based on the dynamic city. - So what draws people to Tangiers? One is its location at the western entrance to the Strait of Gibraltar where the Mediterranean meets the Atlantic. Another is its sultry climate. Yet another is its fantastic cuisine, which leans heavily on spice and fresh fruit, including l - Exquisite lemon notes combined with white tea that lends a lovely sweetness to the cup - Hot tea brewing method: Bring freshly drawn cold water to a rolling boil. Place 1 teaspoon of tea for each cup into the teapot. Pour the boiling water into the pot, cover and let steep for 2-4 minutes. Pour into your cup; add milk and natural sweetener to taste. - Iced tea brewing method: (to make 1 liter/quart): Place 5 teaspoons of tea into a teapot or heat resistant pitcher. Pour 1 1/4 cups of freshly boiled water over the tea itself. Steep for 5 minutes. Quarter fill a serving pitcher with cold water. Pour the tea into the serving pitcher straining the tea. Add ice and top-up with cold water. Garnish and sweeten to taste. - ZooScape is proud to be the exclusive distributor of TerraVita teas, herbs and supplements in the United States, Canada an
Value: 24.0
Unit: Ounce
",https://m.media-amazon.com/images/I/81SJ6eDHrZL.jpg,302.63,100+,24.0,Ounce,"Tangiers Lemon White Tea (Loose) (8 oz, ZIN: 518439) - 3 Pack",21.806096816530843,280.82390318346916,92.79446954481352,173.1150793262536
