sample_id,ipq,title_length,title_word_count,desc_length,desc_word_count,has_description,capital_ratio,number_count,multipack_size,has_multipack,weight_value,has_weight,volume_value,has_volume,total_numbers_in_title,total_quantity,estimated_unit_price,brand_frequency,brand_avg_price,brand_median_price,brand_price_std,brand_product_count,brand_tier,is_popular_brand,category_avg_price,category_median_price,category_size,brand_category_frequency,quantity_category_ratio,tier_multipack_interaction,premium_keyword_count,has_premium_keywords,value_keyword_count,quality_keyword_count,brand_in_title,is_high_value_category,is_low_value_category,brand_tier_quantity,premium_score,value_score,sample_id,price
191961,1,100,17,0,0,0,0.15,3,1,0,0.0,0,12.5,1,3,1,0.94,75000,23.647654,14.0,33.376932183155844,75000,2,0,27.618447344734474,18.69,17776,17776,5.6252461045170726e-05,0,0,0,0,0,1,0,0,1.3862943611198906,2,0,191961,0.94
245797,1,100,18,0,0,0,0.34,3,1,0,5.5,1,0.0,0,3,1,6.69,75000,23.647654,14.0,33.376932183155844,75000,2,0,21.58125,13.99,12584,12584,7.945967421533571e-05,0,0,0,1,0,1,0,0,1.3862943611198906,2,1,245797,6.69
278964,1,100,21,0,0,0,0.11,6,1,0,3.0,1,3.0,1,6,1,30.475,75000,23.647654,14.0,33.376932183155844,75000,2,0,23.38847435626528,12.99,33127,33127,3.0185945423810673e-05,0,0,0,1,0,1,0,0,1.3862943611198906,2,1,278964,30.475
133751,1,100,18,0,0,0,0.25,1,1,0,0.0,0,0.0,0,1,1,34.925,75000,23.647654,14.0,33.376932183155844,75000,2,0,27.618447344734474,18.69,17776,17776,5.6252461045170726e-05,0,0,0,0,0,1,0,0,1.3862943611198906,2,0,133751,34.925
188740,1,100,18,0,0,0,0.16,2,1,0,0.0,0,0.0,0,2,1,2.99,75000,23.647654,14.0,33.376932183155844,75000,2,0,27.618447344734474,18.69,17776,17776,5.6252461045170726e-05,0,0,0,1,0,1,0,0,1.3862943611198906,2,1,188740,2.99
216435,1,100,17,0,0,0,0.13,3,240,1,1.0,1,0.0,0,3,240,0.086625,75000,23.647654,14.0,33.376932183155844,75000,2,0,21.58125,13.99,12584,12584,0.01907032181168057,2,0,0,1,0,1,0,0,10.96959386698131,2,2,216435,20.79
147811,1,100,18,0,0,0,0.13,4,3,1,0.0,0,0.0,0,4,3,19.233333333333334,75000,23.647654,14.0,33.376932183155844,75000,2,0,27.618447344734474,18.69,17776,17776,0.00016875738313551218,2,0,0,1,0,1,0,0,2.772588722239781,2,2,147811,57.7
48188,1,100,15,0,0,0,0.07,2,1,0,35.3,1,0.0,0,2,1,24.99,75000,23.647654,14.0,33.376932183155844,75000,2,0,23.38847435626528,12.99,33127,33127,3.0185945423810673e-05,0,0,0,0,0,1,0,0,1.3862943611198906,2,0,48188,24.99
260170,1,100,18,0,0,0,0.14,1,1,0,2.0,1,0.0,0,1,1,17.634999999999998,75000,23.647654,14.0,33.376932183155844,75000,2,0,23.38847435626528,12.99,33127,33127,3.0185945423810673e-05,0,0,0,0,1,1,0,0,1.3862943611198906,3,0,260170,17.634999999999998
24701,1,100,15,0,0,0,0.14,1,1,0,8.0,1,0.0,0,1,1,10.49,75000,23.647654,14.0,33.376932183155844,75000,2,0,27.618447344734474,18.69,17776,17776,5.6252461045170726e-05,0,0,0,0,0,1,0,0,1.3862943611198906,2,0,24701,10.49
65474,1,100,16,0,0,0,0.14,2,1,0,4.0,1,0.0,0,2,1,63.99,75000,23.647654,14.0,33.376932183155844,75000,2,0,23.38847435626528,12.99,33127,33127,3.0185945423810673e-05,0,1,1,0,0,1,0,0,1.3862943611198906,3,0,65474,63.99
151954,1,100,14,0,0,0,0.13,0,1,0,0.0,0,0.0,0,0,1,11.46,75000,23.647654,14.0,33.376932183155844,75000,2,0,23.38847435626528,12.99,33127,33127,3.0185945423810673e-05,0,0,0,0,0,1,0,0,1.3862943611198906,2,0,151954,11.46
25549,1,100,17,0,0,0,0.11,7,1,0,0.0,0,0.0,0,7,1,12.795000000000002,75000,23.647654,14.0,33.376932183155844,75000,2,0,27.618447344734474,18.69,17776,17776,5.6252461045170726e-05,0,0,0,1,0,1,0,0,1.3862943611198906,2,1,25549,12.795000000000002
210101,1,100,16,0,0,0,0.17,1,1,0,17.0,1,0.0,0,1,1,29.99,75000,23.647654,14.0,33.376932183155844,75000,2,0,21.58125,13.99,12584,12584,7.945967421533571e-05,0,0,0,0,0,1,0,0,1.3862943611198906,2,0,210101,29.99
22348,1,100,16,0,0,0,0.14,1,1,0,0.0,0,0.0,0,1,1,17.49,75000,23.647654,14.0,33.376932183155844,75000,2,0,18.95192058889137,10.145,4483,4483,0.00022301516503122213,0,1,1,0,0,1,0,1,1.3862943611198906,3,0,22348,17.49
69365,1,100,17,0,0,0,0.13,3,12,1,4.4,1,0.0,0,3,12,6.665833333333333,75000,23.647654,14.0,33.376932183155844,75000,2,0,21.58125,13.99,12584,12584,0.0009535160905840286,2,0,0,1,0,1,0,0,5.1298987149230735,2,2,69365,79.99
43008,1,100,13,0,0,0,0.13,0,1,0,0.0,0,0.0,0,0,1,11.1,75000,23.647654,14.0,33.376932183155844,75000,2,0,21.58125,13.99,12584,12584,7.945967421533571e-05,0,0,0,0,1,1,0,0,1.3862943611198906,3,0,43008,11.1
182264,1,76,13,0,0,0,0.13157894736842105,5,9,1,3.77,1,0.0,0,5,9,0.8877777777777778,75000,23.647654,14.0,33.376932183155844,75000,2,0,21.58125,13.99,12584,12584,0.0007151370679380214,2,0,0,2,0,1,0,0,4.605170185988092,2,3,182264,7.99
117130,1,98,17,0,0,0,0.12244897959183673,5,1,0,5.17,1,0.0,0,5,1,26.13,75000,23.647654,14.0,33.376932183155844,75000,2,0,23.38847435626528,12.99,33127,33127,3.0185945423810673e-05,0,0,0,1,0,1,0,0,1.3862943611198906,2,1,117130,26.13
236193,1,100,17,0,0,0,0.15,3,1,0,8.5,1,0.0,0,3,1,42.495,75000,23.647654,14.0,33.376932183155844,75000,2,0,23.38847435626528,12.99,33127,33127,3.0185945423810673e-05,0,0,0,1,0,1,0,0,1.3862943611198906,2,1,236193,42.495
202733,1,100,17,0,0,0,0.15,1,1,0,0.0,0,0.0,0,1,1,29.99,75000,23.647654,14.0,33.376932183155844,75000,2,0,23.38847435626528,12.99,33127,33127,3.0185945423810673e-05,0,0,0,0,1,1,0,0,1.3862943611198906,3,0,202733,29.99
35395,1,100,15,0,0,0,0.12,3,1,0,0.0,0,0.0,0,3,1,1.755,75000,23.647654,14.0,33.376932183155844,75000,2,0,23.38847435626528,12.99,33127,33127,3.0185945423810673e-05,0,0,0,1,0,1,0,0,1.3862943611198906,2,1,35395,1.755
66928,1,100,16,0,0,0,0.12,3,1,0,266.0,1,0.0,0,3,1,24.01,75000,23.647654,14.0,33.376932183155844,75000,2,0,21.58125,13.99,12584,12584,7.945967421533571e-05,0,0,0,1,0,1,0,0,1.3862943611198906,2,1,66928,24.01
201717,1,87,16,0,0,0,0.1724137931034483,3,1,0,99.0,1,0.0,0,3,1,19.725,75000,23.647654,14.0,33.376932183155844,75000,2,0,21.58125,13.99,12584,12584,7.945967421533571e-05,0,0,0,1,0,1,0,0,1.3862943611198906,2,1,201717,19.725
239169,1,100,20,0,0,0,0.13,1,1,0,1.0,1,0.0,0,1,1,15.74,75000,23.647654,14.0,33.376932183155844,75000,2,0,21.58125,13.99,12584,12584,7.945967421533571e-05,0,0,0,0,1,1,0,0,1.3862943611198906,3,0,239169,15.74
191671,1,100,16,0,0,0,0.19,2,1,0,0.0,0,375.0,1,2,1,16.99,75000,23.647654,14.0,33.376932183155844,75000,2,0,23.38847435626528,12.99,33127,33127,3.0185945423810673e-05,0,0,0,0,0,1,0,0,1.3862943611198906,2,0,191671,16.99
240701,1,100,17,0,0,0,0.13,4,1,0,0.0,0,33.8,1,4,1,33.56,75000,23.647654,14.0,33.376932183155844,75000,2,0,27.618447344734474,18.69,17776,17776,5.6252461045170726e-05,0,2,1,1,0,1,0,0,1.3862943611198906,4,1,240701,33.56
172422,1,100,19,0,0,0,0.13,3,1,0,32.0,1,0.0,0,3,1,16.99,75000,23.647654,14.0,33.376932183155844,75000,2,0,23.38847435626528,12.99,33127,33127,3.0185945423810673e-05,0,0,0,0,0,1,0,0,1.3862943611198906,2,0,172422,16.99
166878,1,100,15,0,0,0,0.14,0,1,0,0.0,0,0.0,0,0,1,4.99,75000,23.647654,14.0,33.376932183155844,75000,2,0,21.58125,13.99,12584,12584,7.945967421533571e-05,0,0,0,0,0,1,0,0,1.3862943611198906,2,0,166878,4.99
31920,1,100,17,0,0,0,0.17,2,1,0,8.0,1,0.0,0,2,1,14.61,75000,23.647654,14.0,33.376932183155844,75000,2,0,21.58125,13.99,12584,12584,7.945967421533571e-05,0,0,0,0,0,1,0,0,1.3862943611198906,2,0,31920,14.61
247546,1,100,19,0,0,0,0.14,2,90,1,2.0,1,0.0,0,2,90,0.19988888888888887,75000,23.647654,14.0,33.376932183155844,75000,2,0,21.58125,13.99,12584,12584,0.007151370679380214,2,0,0,2,0,1,0,0,9.0217190130337,2,3,247546,17.99
7411,1,100,17,0,0,0,0.13,3,1,0,27.0,1,0.0,0,3,1,2.6,75000,23.647654,14.0,33.376932183155844,75000,2,0,23.38847435626528,12.99,33127,33127,3.0185945423810673e-05,0,0,0,1,0,1,0,0,1.3862943611198906,2,1,7411,2.6
218503,1,100,17,0,0,0,0.14,1,1,0,3.0,1,0.0,0,1,1,7.465,75000,23.647654,14.0,33.376932183155844,75000,2,0,23.38847435626528,12.99,33127,33127,3.0185945423810673e-05,0,0,0,0,0,1,0,0,1.3862943611198906,2,0,218503,7.465
86106,1,100,18,0,0,0,0.13,1,1,0,0.0,0,0.0,0,1,1,32.49,75000,23.647654,14.0,33.376932183155844,75000,2,0,23.38847435626528,12.99,33127,33127,3.0185945423810673e-05,0,0,0,0,0,1,0,0,1.3862943611198906,2,0,86106,32.49
115306,1,100,17,0,0,0,0.51,5,6,1,8.0,1,0.0,0,5,6,2.4983333333333335,75000,23.647654,14.0,33.376932183155844,75000,2,0,23.38847435626528,12.99,33127,33127,0.00018111567254286404,2,0,0,0,1,1,0,0,3.8918202981106265,3,1,115306,14.99
182492,1,100,19,0,0,0,0.15,3,1,0,12.0,1,0.0,0,3,1,4.890000000000001,75000,23.647654,14.0,33.376932183155844,75000,2,0,23.38847435626528,12.99,33127,33127,3.0185945423810673e-05,0,0,0,0,0,1,0,0,1.3862943611198906,2,0,182492,4.890000000000001
202254,1,83,14,0,0,0,0.14457831325301204,3,1,0,0.0,0,0.0,0,3,1,298.0,75000,23.647654,14.0,33.376932183155844,75000,2,0,20.989776795341815,10.49,4637,4637,0.00021561017680034498,0,0,0,1,0,1,0,1,1.3862943611198906,2,1,202254,298.0
164888,1,100,14,0,0,0,0.15,0,1,0,0.0,0,0.0,0,0,1,7.99,75000,23.647654,14.0,33.376932183155844,75000,2,0,20.989776795341815,10.49,4637,4637,0.00021561017680034498,0,0,0,0,1,1,0,1,1.3862943611198906,3,0,164888,7.99
7984,1,100,19,0,0,0,0.11,3,1,0,0.0,0,0.0,0,3,1,1.24,75000,23.647654,14.0,33.376932183155844,75000,2,0,23.38847435626528,12.99,33127,33127,3.0185945423810673e-05,0,0,0,0,0,1,0,0,1.3862943611198906,2,0,7984,1.24
3294,1,100,14,0,0,0,0.09,1,1,0,0.0,0,0.0,0,1,1,213.26,75000,23.647654,14.0,33.376932183155844,75000,2,0,23.38847435626528,12.99,33127,33127,3.0185945423810673e-05,0,0,0,1,0,1,0,0,1.3862943611198906,2,1,3294,213.26
181347,1,100,18,0,0,0,0.18,1,1,0,0.0,0,0.0,0,1,1,11.135,75000,23.647654,14.0,33.376932183155844,75000,2,0,20.288443067389622,10.8,1291,1291,0.0007739938080495357,0,0,0,0,0,1,1,0,1.3862943611198906,2,0,181347,11.135
159362,1,100,14,0,0,0,0.11,3,1,0,1.36,1,0.0,0,3,1,33.29,75000,23.647654,14.0,33.376932183155844,75000,2,0,27.618447344734474,18.69,17776,17776,5.6252461045170726e-05,0,1,1,0,0,1,0,0,1.3862943611198906,3,0,159362,33.29
273689,1,87,16,0,0,0,0.14942528735632185,3,1,0,6.0,1,0.0,0,3,1,21.36,75000,23.647654,14.0,33.376932183155844,75000,2,0,23.38847435626528,12.99,33127,33127,3.0185945423810673e-05,0,1,1,1,1,1,0,0,1.3862943611198906,4,1,273689,21.36
51564,1,100,17,0,0,0,0.15,3,1,0,4.2,1,0.0,0,3,1,45.27,75000,23.647654,14.0,33.376932183155844,75000,2,0,21.58125,13.99,12584,12584,7.945967421533571e-05,0,1,1,1,0,1,0,0,1.3862943611198906,3,1,51564,45.27
81259,1,100,19,0,0,0,0.14,3,1,0,12.0,1,0.0,0,3,1,5.49,75000,23.647654,14.0,33.376932183155844,75000,2,0,20.989776795341815,10.49,4637,4637,0.00021561017680034498,0,0,0,0,1,1,0,1,1.3862943611198906,3,0,81259,5.49
131791,1,100,19,0,0,0,0.14,2,1,1,8.0,1,0.0,0,2,1,2.29,75000,23.647654,14.0,33.376932183155844,75000,2,0,25.20567604355717,17.759999999999998,1102,1102,0.0009066183136899365,2,0,0,0,0,1,1,0,1.3862943611198906,2,1,131791,2.29
228657,1,100,18,0,0,0,0.13,1,1,0,2.0,1,0.0,0,1,1,30.37,75000,23.647654,14.0,33.376932183155844,75000,2,0,27.618447344734474,18.69,17776,17776,5.6252461045170726e-05,0,0,0,0,0,1,0,0,1.3862943611198906,2,0,228657,30.37
