sample_id,price
46217,7.73
155715,8.15
243125,41.39
15934,6.91
121293,11.74
167273,3.58
271191,22.99
93682,9.5
231004,19.96
129421,7.79
54522,7.97
44780,54.95
33537,6.18
47516,23.75
99671,122.0
166068,2.98
169222,1.7
225362,4.24
120126,23.99
135608,6.79
118173,23.45
216892,14.99
3954,37.99
120000,20.8
213485,8.99
98645,11.99
215772,11.99
248582,18.99
11498,25.99
23552,99.77
33405,7.785
261332,13.435
127778,72.6
241344,14.59
72334,3.19
159816,10.58
108757,20.99
241176,23.95
245555,17.99
266916,5.87
134752,13.345
62237,60.105
167593,12.95
114372,7.390000000000001
9807,23.63
197712,6.81
69432,3.98
178891,16.68
292143,7.46
75908,29.28
15163,24.99
131687,7.43
57668,6.99
174065,117.81
246247,7.98
208127,11.99
242901,18.0
91298,21.285
17638,15.525
187640,11.99
133707,127.14
177496,8.89
157076,65.99
194995,23.64
247134,6.34
57828,31.99
59832,12.99
18364,37.63
235761,55.39
175537,32.99
237218,17.95
46821,8.49
257077,8.79
296450,12.58
194984,11.36
102720,19.99
35870,4.12
203885,18.975
258822,11.435
253972,39.015
51607,11.165
12456,3.98
163593,47.24
154233,30.71
130806,4.735
238952,32.95
209771,1.49
26653,16.59
164848,10.0
62420,2.36
251812,1.28
232333,4.93
241954,81.18
65565,71.67
90277,10.82
88582,12.99
242749,5.985
267081,32.99
113641,64.745
284411,6.12
276802,10.59
229339,63.175
50019,12.48
121486,10.77
150580,20.99
113981,5.24
89534,19.98
3054,53.09
187234,50.87
293905,6.135
65381,22.68
225638,8.24
207208,47.99
175058,13.49
89911,12.06
129617,14.99
260884,31.8
267374,39.99
194076,3.47
13566,32.99
216603,34.765
268344,2.4450000000000003
177990,9.98
123165,37.96
134661,19.68
152652,5.54
161166,84.35
68349,43.99
287098,9.865
90064,14.99
65965,42.47
36550,167.99
65883,20.49
52300,15.489999999999998
230515,2.99
96679,24.99
266912,29.99
138093,46.99
180205,2.39
86822,46.09
189104,2.49
247360,25.98
201925,17.98
243918,68.99
219298,34.48
49381,27.99
256058,36.99
252102,11.94
161608,119.41
109831,46.99
240300,34.99
125471,18.98
187096,8.65
28616,8.29
1323,9.635
131759,14.96
74268,18.19
78357,55.28
76817,11.335
215395,19.59
250219,4.23
216704,8.63
90202,2.18
101952,4.62
144980,86.43
191828,11.99
13771,17.99
217771,4.79
159588,17.9
80023,3.87
161740,184.29
122334,98.54
38050,3.215
116632,14.99
288327,2.6
272887,4.92
237732,3.5650000000000004
41634,5.355
28488,6.99
271850,5.0
197944,35.99
101653,32.95
130977,1.19
161413,9.98
30664,39.99
143036,54.03
189051,5.49
184063,11.9
124450,29.65
38943,4.48
209872,28.3
280952,11.74
87091,7.99
180983,17.9
79137,1.5
97245,143.38
67138,9.81
121183,15.28
2270,126.3
191949,3.93
268209,16.884999999999998
80350,3.34
94390,5.09
34948,14.99
34631,19.99
226823,14.19
207868,18.99
14687,17.84
159123,6.99
61139,12.0
81943,20.33
197555,18.96
243469,18.535
175304,2.88
5474,1.49
271472,1.49
3972,76.44
41485,1.89
61492,3.69
81896,34.69
240829,10.45
178265,3.99
46838,22.95
281832,13.495
46547,10.95
119186,10.97
46309,3.99
140917,83.99
129786,139.99
141128,17.38
104469,8.31
35387,2.84
68117,8.29
170575,8.29
219258,14.0
207647,11.99
295273,5.89
268144,8.99
252850,31.5
140020,24.99
138171,7.53
49668,23.99
48359,2.795
164505,16.355
77065,19.52
108535,28.95
249999,5.24
208852,10.5
209054,18.79
189329,19.815
62390,140.36
218652,4.28
9090,10.99
180027,21.985
293502,4.49
283582,2.49
87294,5.04
62574,24.99
279289,5.82
116512,8.635
133645,18.99
200279,14.38
206667,13.99
27136,17.37
12354,27.44
63187,12.835
49298,2.62
175044,1.985
113586,10.99
57273,5.0
22018,14.89
182218,26.05
283034,10.49
210365,19.98
174801,66.26
145516,59.48
140128,5.49
151568,12.0
90026,6.71
46178,14.99
55882,90.96
38086,5.99
6323,8.13
54718,15.74
212270,9.85
256723,1.82
45184,46.99
295123,4.16
61884,13.81
171250,19.99
36500,2.18
272643,2.405
175284,19.99
7777,13.99
258369,15.24
7431,20.25
71906,11.245
162706,41.01
245008,56.98
278801,1.44
285520,1.99
171269,7.23
161806,9.09
80095,5.7
159158,1.99
7690,14.41
248983,25.8
47832,9.489999999999998
119083,43.99
179204,0.99
47592,9.91
296639,11.63
295084,9.89
35664,8.99
46626,14.22
141796,31.99
60742,29.99
252707,19.99
285212,9.5
254438,3.39
263014,17.71
161378,5.99
70025,10.165
243748,15.555
218032,11.79
170789,13.51
230586,12.16
127591,2.99
122749,32.515
284701,4.99
278009,4.59
285360,3.64
259721,44.99
174960,27.49
268497,11.99
106230,9.39
293726,22.26
206472,56.99
27996,8.280000000000001
288712,9.055
296940,159.98
152219,17.98
269087,8.280000000000001
262874,6.79
28949,144.25
105045,4.9
188412,5.095
23843,13.99
26217,3.135
170775,19.99
97931,8.5
208955,11.6
65483,34.99
234308,39.01
276709,2.92
231164,10.45
28565,17.88
170444,9.99
2709,53.01
127539,12.145
1717,97.46
11975,10.96
298462,49.98
71398,34.99
1446,88.39
30303,5.235
190738,1.78
100393,14.99
104044,12.97
223030,21.5
267977,8.99
206035,5.6
159342,3.49
204202,1.39
42931,34.13
18163,2.66
41696,9.49
214442,8.96
172623,12.75
116763,9.99
118461,41.74
267540,3.39
102875,45.95
178739,12.48
90549,2.165
18031,28.27
132149,5.29
181976,21.72
6298,29.99
193221,55.99
88714,5.235
72716,12.49
93381,2.03
38204,6.7
197821,36.17
264939,2.9800000000000004
197571,8.5
98794,4.99
127842,55.43
287541,1.67
159264,8.68
28113,9.79
7268,173.23000000000002
119965,5.85
49537,21.69
198561,49.99
232293,15.99
54393,22.99
133362,45.0
247620,4.98
237596,32.99
5670,17.99
244205,3.0
74867,11.99
268746,7.244999999999999
18500,15.0
15837,1.98
277840,18.215
152428,18.23
244161,35.99
15504,24.99
283969,27.05
147567,8.99
4449,42.58
111051,72.56
100873,3.59
284658,4.76
282788,1.315
209675,319.98
146729,18.55
50185,10.92
168622,24.535
37587,94.09
72380,1.56
223558,17.99
107533,12.98
159352,2.33
134044,34.0
177756,18.99
231304,14.9
109069,15.47
195108,11.52
248343,26.96
280778,4.4350000000000005
205884,6.97
54231,26.34
270623,4.9350000000000005
273308,4.359999999999999
29572,1.97
65451,7.55
70340,44.95
23291,25.99
15190,30.04
232152,35.87
130649,6.1
137641,8.66
19392,19.6
12630,31.81
123562,12.99
250398,21.66
240392,31.49
30685,42.99
130516,16.75
44625,19.89
192861,8.99
148177,5.49
256025,25.98
168109,5.99
144265,27.61
258244,28.585
108689,1.735
71109,4.890000000000001
202149,19.1
202181,11.97
115486,5.79
278738,2.84
198307,64.99
127920,130.29
106620,23.33
275717,4.99
53103,18.24
271709,8.295
223203,3.03
226327,39.4
74262,46.69
160598,9.345
32650,10.99
280716,18.56
166822,9.99
262007,4.14
114573,14.53
269221,6.755
52895,4.635
73043,18.14
167581,14.75
279256,4.07
138798,12.95
217769,5.74
5496,28.33
92471,22.98
117647,15.0
153392,18.28
97928,1.335
197029,17.99
238871,10.0
35644,8.0
121711,39.99
150866,4.98
35482,24.475
31384,36.46
295331,4.08
264513,5.29
55302,8.39
153654,6.79
270557,23.255000000000003
273688,7.49
105207,15.99
158599,18.99
194438,12.28
20358,52.41
259239,15.2
35578,5.59
14824,1.3
201846,4.68
295904,6.49
27583,33.26
236638,4.945
118604,9.99
92281,17.689999999999998
78135,16.15
20132,72.93
71563,4.085
260646,19.39
234299,11.49
234399,3.19
217486,10.99
96098,11.99
180704,2.97
158928,93.91
273898,0.74
223101,93.68
282240,7.99
27168,1.69
217791,47.99
217567,55.99
62444,18.26
243086,16.63
133030,47.99
83722,19.49
273934,3.46
160881,35.53
209039,18.33
109794,13.74
84091,63.99
232659,62.8
159721,3.49
249865,10.96
19569,37.63
211531,29.99
141829,39.99
158946,22.99
184204,1.5
153639,7.55
166418,5.98
147503,4.24
2152,50.76
25574,14.56
51019,2.19
189716,63.26
76888,1.48
128166,27.99
67694,59.99
35245,19.4
65404,54.79
51927,35.95
151710,4.19
253162,35.97
163585,10.55
103451,7.69
148206,19.49
165830,56.0
147362,51.77
49181,9.99
107211,5.59
229984,18.0
264654,69.99
276217,3.49
37943,61.42
268793,22.545
2815,6.14
264117,10.99
214700,14.99
284694,4.61
79465,17.99
120854,6.99
196496,31.55
161363,5.99
48007,4.79
56939,9.99
183344,9.36
189737,6.99
113580,11.83
96172,20.3
212186,43.47
91552,23.13
117780,82.85
120193,13.5
141863,42.98
170826,37.99
289419,23.435
38152,5.59
10305,141.41
259988,1.76
273112,8.33
169280,18.19
142808,27.4
283233,19.97
176069,3.49
203934,35.24
163745,10.25
113254,9.99
154107,6.85
237353,6.49
289142,12.38
293297,9.5
43725,18.74
154145,3.255
115730,16.99
111564,7.99
115980,4.79
197565,11.49
254294,7.39
173443,49.99
57185,45.95
66684,81.63
97578,5.69
194391,67.37
201072,2.29
240418,16.99
101658,3.025
36287,5.12
89468,5.99
73178,15.99
231578,60.05
254791,6.49
59569,300.0
286430,35.405
72184,28.95
208382,9.37
213327,14.99
174172,86.9
147080,9.49
285850,27.365
220648,13.0
113361,45.0
118544,47.29
171750,28.52
231895,7.99
73735,65.99
49414,13.24
136198,7.735
135022,34.99
256360,10.29
233928,27.1
205158,37.99
12728,2.88
122797,82.99
7668,27.04
59698,29.99
70745,9.98
281071,11.96
163984,28.02
941,66.23
278994,28.73
205897,14.99
258251,7.390000000000001
240638,4.44
60181,16.88
100004,19.74
82407,3.07
119210,32.0
208114,12.99
78355,44.83
272346,34.99
76753,22.29
272813,5.19
262818,8.99
122442,19.99
126280,16.64
64543,26.07
230074,5.695
284148,6.51
198126,26.99
220871,12.29
254621,7.48
38901,6.9
261114,8.88
197308,8.12
75943,11.99
103222,32.435
188700,7.645
34386,3.99
244712,26.95
137985,14.95
71558,19.99
293261,24.69
70955,12.76
135930,3.99
46081,1.69
208782,39.99
5667,20.78
42796,6.99
127422,36.22
66641,8.33
23228,16.99
15481,12.99
110928,41.61
105476,6.065
278716,6.99
141725,11.98
40704,27.68
222995,89.97
180785,65.0
198626,9.99
259824,6.51
125263,15.6
138329,14.99
271833,19.99
228382,41.99
228249,112.17
106957,13.99
49963,101.47
82711,9.745
229141,10.55
229557,20.55
201223,34.99
141276,19.72
12824,122.86
155369,0.985
249288,19.99
280271,80.995
113083,21.25
258519,84.99
263939,11.19
225199,5.305
85391,6.140000000000001
216680,36.8
167793,5.27
62863,17.59
195327,38.61
124757,34.93
244206,37.98
49959,4.46
159041,24.0
235567,43.400000000000006
218182,43.99
157621,62.19500000000001
234495,4.075
136577,14.89
260586,12.29
150132,3.77
275215,4.8
277816,2.97
94263,17.54
49880,6.75
101871,48.88
213613,34.99
29395,13.54
88927,3.5
200125,6.79
189049,79.99
106551,12.86
70604,50.79
219411,60.86
126946,15.16
155956,12.99
113079,19.94
152803,2.99
210458,7.98
33535,4.72
183733,97.51
164953,14.99
42216,6.25
259079,7.689999999999999
206058,4.905
30025,71.24
135168,45.5
161138,13.46
61180,7.98
49243,42.88
80504,5.15
205328,19.49
116956,29.92
274212,4.105
168971,9.99
141430,12.92
57184,126.92
221932,6.52
51920,29.57
67891,16.6
263703,14.5
174887,11.24
34039,16.84
56374,19.99
221954,19.41
136336,18.99
284782,8.95
278868,24.49
109896,6.9
279254,34.99
990,1.57
126815,126.99
60950,1.99
76295,21.84
71744,31.03
125134,2.99
34085,13.99
110614,14.99
14147,4.89
64907,5.99
180382,15.99
216559,6.14
49445,8.3
248994,10.39
119361,32.905
35009,4.49
246857,49.98
51390,18.99
120849,23.06
62147,9.99
162820,6.155
98852,17.79
264370,64.88
231980,4.97
278356,5.99
253298,32.99
86334,10.8
63463,95.99
191220,27.35
13324,9.94
194937,13.97
1883,45.27
283424,6.1
298471,30.99
192606,12.22
216553,50.0
8871,18.99
54496,15.99
178079,40.29
96018,14.49
31565,61.51
253792,22.96
76356,5.55
273316,17.63
125032,14.96
99775,23.55
58454,27.49
101654,1.99
229388,188.0
177582,1.72
154197,11.645
205236,31.385
86696,2.68
51978,12.99
13951,17.99
204345,9.98
194334,4.890000000000001
200131,13.99
272427,10.03
238382,19.95
285180,7.46
226965,38.99
41890,44.595
49237,33.82
134356,8.93
56313,6.99
125676,23.99
29575,8.995
241269,25.99
60478,11.82
199412,7.06
42847,39.98
226329,44.0
66168,9.71
188893,3.99
42318,147.99
242142,17.31
231875,36.99
111911,6.99
8077,13.98
91089,32.055
61170,6.86
276052,6.2
203495,50.58500000000001
145538,18.13
104006,99.99
43865,8.945
56192,12.9
296364,18.46
81738,5.01
70381,16.49
180233,4.345000000000001
199928,8.495000000000001
260572,7.89
96071,10.99
266382,12.96
91920,30.93
225215,3.27
10477,14.99
177916,27.95
226203,19.99
180451,22.99
75197,8.004999999999999
154073,2.77
52657,22.2
113016,42.19
44324,33.59
51637,2.48
266527,116.87
281924,5.69
241770,9.99
208625,7.96
284135,1.41
94192,10.99
278451,5.5
271210,7.98
275977,5.59
56576,21.5
52459,60.33
10060,3.29
165204,8.38
80084,4.49
283235,19.235
244705,14.7
239205,26.95
182799,25.42
240019,9.99
271829,61.075
43370,70.0
155837,29.5
75693,25.24
179961,8.99
173181,4.79
24297,11.99
62522,19.99
53435,28.48
213592,15.49
212741,14.99
128197,107.6
37906,36.85
33520,4.12
242510,13.96
130916,9.99
234368,23.72
27875,14.05
194122,39.5
206883,4.79
15579,14.955000000000002
178783,10.39
105643,43.99
21807,8.7
117297,5.28
23488,11.94
230778,2.99
29147,27.99
22946,24.49
7284,36.49
260188,35.99
223857,9.99
293586,78.52000000000001
220794,27.88
66086,7.92
99618,112.63
87916,2.96
50486,20.1
248448,23.38
213882,16.99
154434,17.93
16163,39.5
224766,38.52
185196,5.46
56363,17.99
126024,25.99
192464,81.92
289555,3.73
290307,13.97
217386,19.34
159641,12.985
49238,8.6
17809,23.735
274081,30.57
161126,81.88
176617,32.98
279243,13.83
136462,42.28
172551,10.5
6937,49.92
296510,8.53
233083,16.0
287263,2.09
226637,18.99
287966,34.955
231527,97.97
267442,5.74
261238,64.455
171741,19.68
56578,20.4
15749,8.49
161553,149.82
81005,12.95
196369,40.43
258043,13.99
80883,9.98
288139,40.66
192523,21.49
207521,3.49
2403,50.76
112481,10.0
193090,21.0
180111,6.08
294624,5.26
266181,5.99
286301,25.33
137890,21.16
29133,3.265
181117,4.34
263043,152.25
14740,21.25
37768,7.395
23459,91.2
58521,15.44
234398,11.735
185120,34.99
230641,59.99
98596,7.99
54874,41.165
46467,28.505000000000003
208747,13.84
102988,7.49
71006,2.39
19933,37.63
261838,18.99
211779,27.43
1708,86.02
13897,8.46
250125,11.63
294672,3.39
15450,14.99
9194,9.5
294198,82.84
174743,8.9
113401,34.43
12068,12.88
77459,2.98
93222,23.51
279506,2.1
99040,18.99
29991,84.035
220733,14.99
32786,41.49
171653,10.59
146036,50.76
77857,82.65
191648,38.99
51847,10.44
108769,88.99
31124,3.24
7242,8.99
193762,20.85
272464,38.155
246662,37.98
144091,16.77
130953,31.99
285759,12.99
66163,13.5
7064,16.99
243100,3.89
231210,4.58
131371,11.99
288708,7.99
112811,26.82
148781,8.985
118380,15.99
171187,10.95
265999,24.59
277396,15.37
289433,28.595
22484,12.91
274193,48.0
103147,25.99
226476,23.21
127239,8.8
28131,1.735
76383,3.425
132397,21.97
39641,1.79
16561,27.49
197840,28.41
106223,2.74
292323,51.175
166838,8.870000000000001
93349,18.78
189561,3.22
113952,13.99
72876,15.99
270580,4.890000000000001
255453,5.835
206878,16.99
29849,14.49
204109,13.509999999999998
221020,20.0
10319,17.99
88404,3.99
208273,5.57
112866,14.99
215536,3.99
161804,104.72
221944,37.785
104118,25.155
5922,15.71
113753,32.185
293452,1.0
27078,3.79
26934,13.03
254861,9.42
191517,2.54
83824,6.1
12502,35.475
115264,7.34
206464,19.99
65210,14.94
178912,32.68
140659,11.11
184707,11.99
109552,20.95
252993,1.79
86264,10.95
95083,35.32
153747,9.44
290946,45.24
283657,1.48
109256,25.64
179910,9.715
199373,3.99
252228,21.99
80850,13.84
271164,1.49
126959,98.09
267135,9.46
41363,72.03999999999999
275946,2.265
51462,14.99
110023,43.21
243378,8.254999999999999
89009,9.79
81829,12.75
161647,47.22
260535,4.18
203378,9.19
204153,77.99
59516,49.95
60571,3.47
106025,45.0
19257,3.59
83376,54.69
61398,9.99
100501,30.84
107485,2.0
137783,2.64
226557,46.99
76903,6.47
173849,81.49
130905,4.96
240000,42.99
155069,14.47
34065,42.275000000000006
174551,7.99
233584,4.75
164193,13.115
250665,11.49
152916,1.825
281821,50.1
152286,46.51
33932,31.99
213937,2.13
40280,9.965
210055,18.98
108194,3.58
134344,4.22
285216,1.99
77816,10.09
192669,35.065
249835,3.94
170438,3.99
57093,35.0
296501,6.97
187854,14.49
202005,12.99
258998,31.99
75011,5.69
127221,28.69
247000,21.85
298572,10.0
10972,5.075
240923,295.0
266487,6.49
237592,8.45
87096,5.42
43966,12.49
259821,1.235
28881,28.51
108936,8.95
192289,108.51
297624,16.435
133406,53.97
216149,9.99
53847,12.99
287805,13.99
80694,5.99
148220,1.94
283423,3.895
215515,5.42
279508,5.56
225569,30.11
138129,25.99
198602,16.99
235126,55.03
196223,39.27
30234,11.2
96978,15.59
178051,15.0
31729,1.5
297640,29.95
199296,17.02
208363,29.99
162745,6.59
239323,22.99
190313,44.95
127084,15.97
140072,3.19
144374,50.1
167833,4.88
215310,5.29
172749,3.48
97492,23.99
120539,29.99
74380,12.89
80039,11.58
192202,5.99
20035,19.99
104666,11.99
67350,43.0
17908,44.99
194421,5.245
248626,36.99
201656,23.58
247798,68.355
183001,36.4
17626,18.5
157216,86.13
174576,32.34
165751,26.48
147729,30.98
263599,8.99
280841,10.5
214598,29.99
38885,98.49
111266,2.09
185488,24.99
226111,4.74
34617,7.66
235602,7.99
290590,18.04
98625,14.12
44666,9.99
101767,17.99
243663,30.0
2980,2.99
164681,9.295
294490,10.97
108965,39.99
130325,7.99
280718,79.99
184627,6.86
142879,17.97
114157,29.99
8754,8.0
141738,10.13
230764,32.38
84218,45.49
107990,24.99
144791,7.0
198374,23.535
254964,9.99
255177,92.63
93387,6.285
42045,10.09
279364,0.91
104785,16.99
