item_name_length,word_count,brand,category,value,unit,normalized_quantity,is_premium,has_organic,has_premium,enhanced_bullet_point_count,enhanced_total_bullet_length,enhanced_avg_bullet_length,enhanced_has_technical_specs,enhanced_has_ingredients,enhanced_has_benefits,enhanced_premium_keywords_count,enhanced_quality_indicators,enhanced_extracted_weight,enhanced_extracted_dimensions,detailed_description_length,detailed_description_word_count,detailed_avg_word_length,detailed_sentence_count,detailed_technical_term_count,detailed_marketing_language_score,detailed_positive_word_count,detailed_confidence_indicators,detailed_has_usage_instructions,detailed_has_warranty_info,sample_id,price
113,19,kize,snack,4.0,count,4.0,False,False,False,9,1125,125.0,False,True,False,0,0,8.0,1,22,5,3.6,1,0,0,0,0,False,False,21740,6.98
57,10,smuckers,other,192.0,fl oz,192.0,False,False,False,0,0,0.0,0,0,0,0,0,0.0,0,171,28,5.142857142857143,2,0,0,0,0,False,False,170292,4.255
175,23,bodyarmor,beverage,336.0,fl oz,336.0,False,False,False,5,119,23.8,False,False,False,0,0,0.0,1,0,0,0.0,0,0,0,0,0,0,0,71500,1.67
28,4,organic,other,102.0,fl oz,102.0,True,True,True,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,266475,81.44
47,9,himalania,other,10.0,ounce,10.0,False,False,False,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,88520,56.72
122,22,bush's,supplement,192.0,ounce,192.0,False,False,False,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,125583,5.47
148,23,bulksupplements.com,supplement,176.37,ounce,176.37,False,False,False,5,1513,302.6,False,False,False,1,1,0.0,1,1049,161,5.521739130434782,10,0,1,0,0,False,False,271423,109.97
199,32,sayan,beverage,90.0,count,90.0,True,False,True,5,1184,236.8,False,False,False,0,0,0.0,1,1741,262,5.648854961832061,15,3,0,0,0,False,False,260842,50.99
150,27,food,other,400.0,ounce,400.0,False,False,False,5,426,85.2,True,False,False,0,1,0.0,1,983,158,5.227848101265823,13,1,1,1,0,False,False,267410,98.99
182,31,aloha,supplement,20.0,count,20.0,True,True,True,6,767,127.83333333333333,False,True,False,1,1,24.0,1,0,0,0.0,0,0,0,0,0,0,0,201749,32.09
147,21,planters,snack,1.0,count,1.0,False,False,False,5,304,60.8,False,True,False,0,0,35.0,0,0,0,0.0,0,0,0,0,0,0,0,194856,12.32
32,7,amys,other,14.7,fl oz,14.7,False,False,False,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,81813,4.12
63,12,arizona,other,240.0,fl oz,240.0,False,False,False,5,618,123.6,False,False,False,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,234305,16.395
57,9,trader,other,14.0,ounce,14.0,False,False,False,4,84,21.0,False,False,False,0,0,0.0,0,57,9,5.444444444444445,2,0,0,0,0,False,False,154376,17.095
51,8,freeze,other,4.5,ounce,4.5,False,False,False,2,40,20.0,True,False,False,0,0,0.28,0,650,111,4.864864864864865,10,0,0,1,0,False,False,202016,15.5
77,13,klass,beverage,28.2,ounce,28.2,False,False,False,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,116291,20.61
53,9,la,other,19.75,ounce,19.75,False,False,False,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,234372,1.58
59,8,colour,other,3.38,fl oz,3.38,False,False,False,5,256,51.2,False,False,False,0,0,0.0,0,581,83,6.0120481927710845,6,0,1,0,0,False,False,116974,19.845
78,11,maybelline,other,0.64,ounce,0.64,False,False,False,3,69,23.0,True,False,False,0,0,0.0,1,0,0,0.0,0,0,0,0,0,0,0,178219,13.49
92,15,marshalls,condiment,7.0,ounce,7.0,False,False,False,5,637,127.4,False,True,False,0,0,7.0,1,256,41,5.2682926829268295,3,0,0,0,0,True,False,248217,12.78
169,28,dark,other,80.0,ounce,80.0,True,False,True,5,1108,221.6,False,False,False,1,0,0.0,1,1112,181,5.149171270718232,10,0,1,1,0,False,False,22148,64.99
54,10,country,other,4.0,count,4.0,False,False,False,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,7575,30.78
52,8,snyder’s,other,21.0,ounce,21.0,False,False,False,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,100323,23.99
53,10,camellia,other,32.0,ounce,32.0,False,False,False,5,987,197.4,False,False,False,0,1,0.0,1,995,157,5.343949044585988,10,0,1,1,0,False,False,109029,12.85
64,10,arrowhead,other,12.0,count,12.0,True,True,True,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,38571,9.27
51,10,iberia,other,124.0,ounce,124.0,True,True,True,5,892,178.4,False,True,False,4,2,15.5,1,0,0,0.0,0,0,0,0,0,0,0,56340,29.96
61,12,buchu,beverage,12.0,ounce,12.0,True,True,True,5,157,31.4,True,False,False,1,0,4.0,0,311,36,7.666666666666667,4,0,0,1,1,False,False,196576,124.52
61,11,starbucks,beverage,32.0,ounce,32.0,False,False,False,4,304,76.0,True,False,False,0,0,0.0,1,0,0,0.0,0,0,0,0,0,0,0,274881,16.99
53,8,celestial,beverage,20.0,count,20.0,False,False,False,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,166681,5.49
131,21,community,beverage,36.0,count,36.0,False,False,False,5,913,182.6,False,False,False,0,2,0.0,0,0,0,0.0,0,0,0,0,0,0,0,95469,12.23
94,14,don,beverage,12.0,ounce,12.0,False,False,False,5,626,125.2,False,False,False,2,1,0.0,1,0,0,0.0,0,0,0,0,0,0,0,255445,6.99
161,26,kabloom,other,1.0,count,1.0,False,False,False,5,825,165.0,False,False,False,0,0,0.0,1,0,0,0.0,0,0,0,0,0,0,0,259866,58.13
160,27,jiva,other,20.0,ounce,20.0,True,True,True,6,681,113.5,False,False,False,3,2,1.25,0,83,14,5.0,2,0,0,0,0,False,False,59900,11.98
38,6,pickled,other,28.0,ounce,28.0,False,False,False,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,61692,29.94
77,14,simple,snack,42.0,ounce,42.0,False,False,False,5,706,141.2,True,True,False,0,1,0.0,1,0,0,0.0,0,0,0,0,0,0,0,56211,7.56
144,21,equator,beverage,10.5,ounce,10.5,False,False,False,5,1031,206.2,False,False,False,0,1,0.0,1,0,0,0.0,0,0,0,0,0,0,0,140715,34.57
91,17,seasons,personal_care,,none,0.0,True,False,True,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,186165,2.54
29,5,yoo-hoo,beverage,48.0,fl oz,48.0,False,False,False,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,272258,4.42
51,8,carniceria,other,12.5,fl oz,12.5,False,False,False,3,37,12.333333333333334,False,False,False,0,0,0.0,0,62,10,5.3,2,0,0,0,0,False,False,191961,0.94
67,12,the,snack,5.5,ounce,5.5,False,False,False,3,95,31.666666666666668,False,False,False,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,245797,6.69
45,10,carbquik,other,48.0,ounce,48.0,False,False,False,5,180,36.0,False,False,False,0,0,3.0,1,0,0,0.0,0,0,0,0,0,0,0,278964,30.475
163,30,cold,beverage,16.0,ounce,16.0,False,False,False,5,806,161.2,False,False,False,1,0,0.0,0,864,144,5.006944444444445,18,0,1,1,0,False,False,133751,34.925
80,14,crystal,beverage,50.0,count,50.0,False,False,False,5,283,56.6,False,False,False,0,0,0.0,1,252,43,4.883720930232558,4,0,1,0,0,False,False,188740,2.99
67,11,beulah's,other,16.0,ounce,16.0,False,False,False,3,62,20.666666666666668,False,False,False,0,0,0.0,0,240,39,5.17948717948718,4,0,0,0,0,False,False,216435,20.79
68,12,zabaglione,beverage,150.0,count,150.0,False,False,False,5,434,86.8,True,True,False,0,0,0.0,0,1800,293,5.146757679180888,20,0,0,0,2,False,True,147811,57.7
32,5,haldiram's,other,35.3,ounce,35.3,False,False,False,0,0,0.0,0,0,0,0,0,0.0,0,37,6,5.333333333333333,1,0,0,0,0,False,False,48188,24.99
148,24,food,supplement,32.0,ounce,32.0,False,False,False,5,629,125.8,False,True,False,0,0,0.0,0,473,86,4.511627906976744,8,0,0,2,0,False,False,260170,17.634999999999998
62,10,lavazza,beverage,8.0,ounce,8.0,False,False,False,0,0,0.0,0,0,0,0,0,0.0,0,79,17,3.7058823529411766,1,0,0,0,0,False,False,24701,10.49
41,6,sapsquatch,other,64.0,ounce,64.0,True,True,True,3,152,50.666666666666664,False,False,False,1,1,0.0,0,601,100,5.02,8,0,1,0,0,False,False,65474,63.99
109,16,bonne,other,8.82,ounce,8.82,False,False,False,3,100,33.333333333333336,False,False,False,0,0,0.0,0,26,4,5.75,2,0,0,0,0,False,False,151954,11.46
41,7,v8,other,276.0,fl oz,276.0,False,False,False,4,173,43.25,False,True,False,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,25549,12.795000000000002
153,25,built,snack,16.92,ounce,16.92,False,False,False,5,873,174.6,False,False,False,0,0,15.0,0,1062,181,4.87292817679558,10,0,0,1,0,False,False,210101,29.99
187,32,reggae,condiment,11.0,ounce,11.0,True,False,True,5,1186,237.2,False,False,False,2,1,40.0,1,226,38,4.973684210526316,5,0,0,0,0,False,False,22348,17.49
115,21,absolutely,snack,4.4,ounce,4.4,False,False,False,5,1115,223.0,False,True,False,0,1,0.0,1,495,82,5.048780487804878,8,0,0,0,0,False,False,69365,79.99
142,19,colombina,other,38.0,ounce,38.0,False,False,False,5,1183,236.6,True,True,False,4,1,0.0,1,919,143,5.433566433566433,8,0,2,1,0,False,False,43008,11.1
41,7,kasugai,other,9.0,count,9.0,False,False,False,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,182264,7.99
61,11,voortman,other,46.53,ounce,46.53,False,False,False,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,117130,26.13
78,13,mantova,other,51.0,ounce,51.0,False,False,False,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,236193,42.495
131,21,5,other,5.0,count,5.0,False,False,False,5,775,155.0,True,True,False,1,1,0.0,1,1694,276,5.141304347826087,16,0,0,0,0,False,False,202733,29.99
57,9,campbell's,other,84.0,ounce,84.0,False,False,False,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,35395,1.755
56,9,mcvities,other,4.0,count,4.0,False,False,False,2,275,137.5,False,True,False,0,1,0.0,0,0,0,0.0,0,0,0,0,0,0,0,66928,24.01
51,10,you,snack,3.49,ounce,3.49,False,False,False,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,201717,19.725
192,30,food,snack,16.0,ounce,16.0,False,False,False,5,939,187.8,False,False,False,2,2,0.0,1,1886,325,4.806153846153846,24,0,1,2,0,False,False,239169,15.74
41,7,b.g.,other,12.6803,fl oz,12.6803,False,False,False,4,141,35.25,False,False,False,0,0,0.0,1,0,0,0.0,0,0,0,0,0,0,0,191671,16.99
70,11,kirkland,other,304.2,fl oz,304.2,True,True,True,2,34,17.0,False,False,False,0,0,0.0,0,22,3,6.666666666666667,2,0,0,0,0,False,False,240701,33.56
39,8,cosmo's,other,32.0,ounce,32.0,False,False,False,5,147,29.4,False,False,False,0,0,32.0,1,232,38,5.131578947368421,7,0,0,1,0,False,False,172422,16.99
146,25,asturi,snack,50.76,ounce,50.76,False,False,False,0,0,0.0,0,0,0,0,0,0.0,0,356,60,4.95,8,0,0,1,0,False,False,166878,4.99
39,6,hershey's,other,8.0,ounce,8.0,False,False,False,4,150,37.5,True,False,False,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,31920,14.61
100,19,lip-shaped,other,32.0,ounce,32.0,False,False,False,5,834,166.8,False,False,False,0,0,0.0,1,84,14,5.071428571428571,1,0,0,0,0,False,False,247546,17.99
79,13,expect,other,6.0,count,6.0,False,False,False,0,0,0.0,0,0,0,0,0,0.0,0,679,103,5.601941747572815,6,0,1,0,0,False,False,7411,2.6
151,26,wellsley,other,,none,0.0,False,False,False,5,431,86.2,False,False,False,2,2,0.0,1,332,58,4.741379310344827,4,0,1,0,0,False,False,218503,7.465
114,21,rugby,grain,110.0,count,110.0,False,False,False,5,1149,229.8,False,False,False,0,1,0.0,1,345,68,4.088235294117647,5,0,0,0,0,False,False,86106,32.49
76,13,6,condiment,1.0,ounce,1.0,False,False,False,3,41,13.666666666666666,False,False,False,0,0,0.0,1,367,60,5.133333333333334,7,0,0,0,0,False,False,115306,14.99
36,6,walden,other,12.0,fluid ounce,12.0,False,False,False,5,74,14.8,False,False,False,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,182492,4.890000000000001
48,8,tory,other,1.0,ounce,1.0,False,False,False,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,202254,298.0
137,19,purely,snack,12.0,ounce,12.0,False,False,False,5,971,194.2,False,True,False,0,1,0.0,1,0,0,0.0,0,0,0,0,0,0,0,164888,7.99
33,7,swedish,other,4.0,ounce,4.0,False,False,False,5,334,66.8,False,False,False,0,0,4.0,1,376,71,4.309859154929577,7,0,0,1,0,False,False,7984,1.24
44,6,"mariani,",other,24.0,count,24.0,False,False,False,0,0,0.0,0,0,0,0,0,0.0,0,276,45,5.155555555555556,4,0,0,1,0,False,False,3294,213.26
97,18,banana,grain,6.0,ounce,6.0,False,False,False,5,190,38.0,False,False,False,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,181347,11.135
81,11,kirkland,beverage,47.97,ounce,47.97,True,False,True,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,159362,33.29
51,10,coombs,other,12.0,ounce,12.0,True,True,True,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,273689,21.36
86,14,taza,snack,16.8,ounce,16.8,True,True,True,5,592,118.4,False,False,False,2,2,4.2,1,0,0,0.0,0,0,0,0,0,0,0,51564,45.27
59,12,chex,grain,120.0,ounce,120.0,False,False,False,4,121,30.25,True,False,False,0,0,12.0,1,374,63,4.9523809523809526,3,0,0,1,0,False,False,81259,5.49
155,27,jack,supplement,0.9,ounce,0.9,False,False,False,5,955,191.0,True,False,False,4,1,8.0,1,0,0,0.0,0,0,0,0,0,0,0,131791,2.29
168,26,amoretti,other,2.0,ounce,2.0,False,False,False,5,476,95.2,True,True,False,0,1,0.0,1,380,48,6.9375,5,0,0,0,0,False,False,228657,30.37
184,30,black,beverage,12.0,ounce,12.0,False,False,False,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,21269,19.19
59,12,sour,other,80.0,ounce,80.0,False,False,False,5,353,70.6,False,False,False,1,0,5.0,0,719,125,4.76,7,0,0,0,0,False,False,17024,4.79
124,20,frontier,other,16.0,ounce,16.0,True,True,True,3,100,33.333333333333336,False,False,False,1,1,1.0,0,313,49,5.408163265306122,7,0,0,0,0,False,False,286405,44.74
99,15,amazon,beverage,1.4,ounce,1.4,False,False,False,6,477,79.5,False,True,False,0,0,0.0,1,32,6,4.5,1,0,0,0,0,False,False,14079,2.19
124,23,annie's,other,1.0,count,1.0,True,True,True,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,129107,10.985
56,8,saratoga,other,72.0,fl oz,72.0,False,False,False,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,224077,5.98
62,12,bob's,other,56.0,ounce,56.0,False,False,False,6,1309,218.16666666666666,False,True,False,1,2,0.0,1,0,0,0.0,0,0,0,0,0,0,0,125263,15.6
43,7,frontier,condiment,2.33,ounce,2.33,False,False,False,0,0,0.0,0,0,0,0,0,0.0,0,168,29,4.827586206896552,3,0,0,0,0,False,False,275308,4.19
70,12,zatarains,condiment,16.0,fl oz,16.0,True,False,True,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,189369,15.955
154,28,rani,condiment,32.0,ounce,32.0,False,False,False,5,528,105.6,False,False,False,3,2,32.0,0,414,72,4.763888888888889,6,0,0,0,0,False,False,62153,35.49
194,36,spiceology,condiment,1.0,count,1.0,True,False,True,7,1732,247.42857142857142,False,False,False,1,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,148336,86.99
168,24,so,beverage,192.0,fl oz,192.0,True,True,True,5,1280,256.0,False,True,False,1,2,0.0,1,0,0,0.0,0,0,0,0,0,0,0,39817,12.185
47,9,clearly,supplement,2.0,count,2.0,False,False,False,0,0,0.0,0,0,0,0,0,0.0,0,64,12,4.416666666666667,2,0,0,0,0,False,False,296273,6.19
67,7,chocomaker,other,2.0,ounce,2.0,False,False,False,5,382,76.4,False,False,False,0,0,2.0,1,501,70,6.171428571428572,5,0,0,1,0,False,False,3762,10.48
176,30,comvita,beverage,8.8,ounce,8.8,False,False,False,5,980,196.0,False,False,True,0,2,0.0,1,0,0,0.0,0,0,0,0,0,0,0,283764,93.89
97,19,master,beverage,101.4,fl oz,101.4,False,False,False,4,803,200.75,False,True,False,1,0,0.0,1,589,104,4.673076923076923,11,0,1,0,0,False,False,167015,3.82
40,8,virgin,other,138.0,fl oz,138.0,False,False,False,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,167146,17.28
61,11,albanese,other,8.0,ounce,8.0,False,False,False,5,1164,232.8,False,True,False,0,1,0.0,1,0,0,0.0,0,0,0,0,0,0,0,88555,26.47
29,5,zatarain's,grain,6.3,ounce,6.3,False,False,False,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,75673,2.005
34,5,greek,other,60.0,ounce,60.0,False,False,False,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,133577,16.95
189,34,nut,snack,8.0,ounce,8.0,False,False,False,5,1103,220.6,True,False,False,0,1,0.0,1,1376,218,5.31651376146789,15,0,2,2,0,False,False,208446,10.97
60,12,xochitl,snack,9.0,ounce,9.0,False,False,False,0,0,0.0,0,0,0,0,0,0.0,0,173,25,5.96,2,0,0,0,0,False,False,116477,70.52
68,13,frontera,other,16.0,count,16.0,False,False,False,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,124069,14.92
96,18,lorann,beverage,1.0,fl oz,1.0,False,False,False,6,1077,179.5,True,False,False,0,0,1.0,1,46,8,4.875,1,0,0,0,0,False,False,274873,6.67
70,10,folgers,other,18.0,count,18.0,False,False,False,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,156028,13.28
49,7,torani,condiment,1.0,count,1.0,False,False,False,5,1003,200.6,False,True,False,1,0,0.0,1,0,0,0.0,0,0,0,0,0,0,0,126465,21.72
59,11,imagine,other,384.0,fl oz,384.0,True,True,True,5,227,45.4,False,False,False,1,2,32.0,0,0,0,0.0,0,0,0,0,0,0,0,188613,23.625
87,15,kit,snack,10.29,ounce,10.29,False,False,False,5,601,120.2,True,False,False,0,1,0.0,1,0,0,0.0,0,0,0,0,0,0,0,117358,10.94
36,7,"sage,",other,3.0,ounce,3.0,False,False,False,0,0,0.0,0,0,0,0,0,0.0,0,125,18,6.0,10,0,0,0,1,False,False,137859,5.39
177,30,utz,other,64.0,ounce,64.0,False,False,False,5,1202,240.4,True,False,False,0,1,0.0,1,0,0,0.0,0,0,0,0,0,0,0,76461,10.13
64,12,maraschino,beverage,150.0,count,150.0,False,False,False,5,419,83.8,True,True,False,0,0,0.0,1,1800,296,5.08445945945946,20,0,0,1,2,False,True,144305,56.01
63,12,sure-jell,other,5.25,ounce,5.25,True,False,True,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,108235,15.935
207,36,ny,condiment,50.0,count,50.0,False,False,False,5,2164,432.8,False,False,False,0,0,0.0,1,1454,230,5.326086956521739,17,0,1,1,0,False,False,203467,10.99
140,24,passage,grain,9.87,fl oz,9.87,False,False,False,5,1227,245.4,False,True,False,4,1,0.0,1,0,0,0.0,0,0,0,0,0,0,0,114665,8.57
45,8,durkee,condiment,1.0,count,1.0,False,False,False,0,0,0.0,0,0,0,0,0,0.0,0,191,30,5.4,4,0,1,0,0,False,False,255165,49.29
43,8,rockstar,beverage,64.0,fl oz,64.0,False,False,False,4,103,25.75,True,False,False,0,0,4.1,0,0,0,0.0,0,0,0,0,0,0,0,46363,10.99
62,12,kraft,other,6.0,ounce,6.0,False,False,False,7,629,89.85714285714286,False,False,False,0,0,6.0,1,0,0,0.0,0,0,0,0,0,0,0,248456,2.99
67,12,vlasic,other,288.0,ounce,288.0,False,False,False,5,309,61.8,False,False,False,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,273526,4.79
95,16,buffalo,other,16.0,ounce,16.0,True,False,True,5,331,66.2,True,False,False,2,1,16.0,0,578,101,4.732673267326732,6,0,0,0,0,False,False,30664,39.99
177,28,andy,other,32.0,ounce,32.0,False,False,False,5,1359,271.8,False,True,False,4,3,2.0,1,1305,207,5.309178743961352,15,0,2,1,0,False,False,60806,61.99
165,31,fine,condiment,1.0,count,1.0,False,False,False,5,1714,342.8,False,True,False,1,1,0.0,1,678,115,4.904347826086957,8,0,0,1,0,False,False,67927,44.0
50,9,betty,other,16.25,ounce,16.25,False,False,False,5,307,61.4,False,True,False,0,1,16.25,1,0,0,0.0,0,0,0,0,0,0,0,155886,1.89
74,14,crystal,beverage,20.0,count,20.0,False,False,False,5,374,74.8,False,False,False,0,0,8.0,1,252,43,4.883720930232558,4,0,1,0,0,False,False,264011,62.010000000000005
130,21,hot,other,8.5,ounce,8.5,False,False,False,4,652,163.0,False,False,False,0,0,4.25,1,169,29,4.862068965517241,5,0,0,0,0,False,False,209694,7.24
35,5,john,snack,10.8,ounce,10.8,False,False,False,0,0,0.0,0,0,0,0,0,0.0,0,312,52,5.019230769230769,4,0,0,0,0,False,False,150391,18.25
57,8,sara,grain,40.0,fl oz,40.0,False,False,False,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,79260,4.79
50,8,emerald,other,30.0,ounce,30.0,False,False,False,3,119,39.666666666666664,True,False,False,0,0,0.0,0,217,38,4.7368421052631575,4,0,1,0,0,False,False,6306,39.03
56,11,raspberry,beverage,100.0,count,100.0,False,False,False,5,301,60.2,True,True,False,0,0,0.0,1,1799,301,4.980066445182724,20,0,0,0,2,False,True,142282,38.54
66,10,frito,snack,2.5,ounce,2.5,False,False,False,0,0,0.0,0,0,0,0,0,0.0,0,16,3,4.666666666666667,1,0,0,0,0,False,False,71590,4.69
83,13,hills,other,48.0,ounce,48.0,False,False,False,4,703,175.75,False,False,False,0,1,0.0,1,930,155,5.006451612903226,14,0,0,0,0,False,False,240535,12.995
44,6,barjan,other,1.0,count,1.0,False,False,False,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,146884,17.9
129,23,wiley,grain,12.0,ounce,12.0,False,False,False,5,996,199.2,False,False,False,2,2,0.0,1,0,0,0.0,0,0,0,0,0,0,0,230905,14.99
64,10,jelly,other,7.5,ounce,7.5,False,False,False,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,160200,4.32
53,11,natures,grain,127.2,ounce,127.2,False,False,False,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,39416,5.29
43,9,cento,other,60.0,ounce,60.0,False,False,False,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,169191,5.49
44,8,eden,other,15.0,ounce,15.0,True,True,True,3,87,29.0,False,False,False,1,0,15.0,0,0,0,0.0,0,0,0,0,0,0,0,274674,5.345
35,6,dare,snack,4.4,ounce,4.4,False,False,False,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,44612,6.64
173,27,soco,condiment,1.0,count,1.0,False,False,False,5,1266,253.2,False,True,False,0,0,5.0,1,1826,280,5.525,16,1,2,2,1,False,False,65166,14.95
133,22,perfect,beverage,50.0,count,50.0,False,False,False,5,892,178.4,False,False,False,0,0,0.0,1,0,0,0.0,0,0,0,0,0,0,0,193140,39.99
74,14,blue,snack,4.0,count,4.0,False,False,False,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,259502,24.81
59,12,cavendish,other,7.0,ounce,7.0,False,False,False,5,756,151.2,True,True,False,1,1,0.0,1,286,46,5.239130434782608,4,0,0,0,0,False,False,74357,14.4
188,30,detox,beverage,9.0,ounce,9.0,False,False,False,5,1545,309.0,True,True,True,4,2,0.0,1,1869,294,5.360544217687075,17,0,1,2,0,False,False,218798,19.99
74,12,cookie,snack,63.0,ounce,63.0,False,False,False,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,233065,1.49
